날짜,공시_제목,공시자
2024-09-30,기업가치제고계획예고(안내공시)              ,기업은행
2024-09-30,주요사항보고서(상각형조건부자본증권발행결정),기업은행
2024-09-30,[기재정정]반기보고서 (2024.06),기업은행
2024-08-26,기업설명회(IR)개최(안내공시)              ,기업은행
2024-08-20,기업설명회(IR)개최(안내공시)              ,기업은행
2024-07-29,연결재무제표기준영업(잠정)실적(공정공시)              ,기업은행
2024-07-22,결산실적공시예고(안내공시)              ,기업은행
2024-06-28,[기재정정]분기보고서 (2024.03),기업은행
2024-06-27,지속가능경영보고서등관련사항(자율공시)              ,기업은행
2024-06-07,기업설명회(IR)개최(안내공시)              ,기업은행
2024-05-16,기업설명회(IR)개최(안내공시)              ,기업은행
2024-05-03,임원ㆍ주요주주특정증권등소유상황보고서,손근수
2024-04-30,[기재정정]사업보고서 (2023.12),기업은행
2024-04-30,[기재정정]분기보고서 (2023.09),기업은행
2024-04-30,[기재정정]반기보고서 (2023.06),기업은행
2024-04-29,연결재무제표기준영업(잠정)실적(공정공시)              ,기업은행
2024-04-22,결산실적공시예고(안내공시)              ,기업은행
2024-03-26,정기주주총회결과              ,기업은행
2024-03-15,[기재정정]주요사항보고서(상각형조건부자본증권발행결정),기업은행
2024-03-11,[첨부정정]감사보고서제출              ,기업은행
2024-03-08,의결권대리행사권유참고서류,기업은행
2024-03-08,주주총회소집공고,기업은행
2024-03-05,기업지배구조보고서공시              ,기업은행
2024-02-29,현금ㆍ현물배당을위한주주명부폐쇄(기준일)결정              ,기업은행
2024-02-29,현금ㆍ현물배당결정              ,기업은행
2024-02-29,주주총회소집결의              ,기업은행
2024-02-21,주식등의대량보유상황보고서(약식),국민연금공단
2024-02-20,기업설명회(IR)개최(안내공시)              ,기업은행
2024-02-07,매출액또는손익구조30%(대규모법인15%)미만변경(자율공시)              ,기업은행
2024-01-31,결산실적공시예고(안내공시),기업은행
2024-01-19,임원ㆍ주요주주특정증권등소유상황보고서,박일규
2024-01-19,임원ㆍ주요주주특정증권등소유상황보고서,오은선
2024-01-19,임원ㆍ주요주주특정증권등소유상황보고서,박주용
2024-01-19,임원ㆍ주요주주특정증권등소유상황보고서,김은희
2024-01-09,소송등의판결ㆍ결정(일정금액이상의청구),기업은행
2024-01-05,기업설명회(IR)개최(안내공시),기업은행
