날짜,시가,고가,저가,종가,거래량,등락률,기관합계_거래량_순매수,기타법인_거래량_순매수,개인_거래량_순매수,외국인합계_거래량_순매수,전체_거래량_순매수,기관합계_거래량_매수,기타법인_거래량_매수,개인_거래량_매수,외국인합계_거래량_매수,전체_거래량_매수,기관합계_거래량_매도,기타법인_거래량_매도,개인_거래량_매도,외국인합계_거래량_매도,전체_거래량_매도,기관합계_거래대금_순매수,기타법인_거래대금_순매수,개인_거래대금_순매수,외국인합계_거래대금_순매수,전체_거래대금_순매수,기관합계_거래대금_매수,기타법인_거래대금_매수,개인_거래대금_매수,외국인합계_거래대금_매수,전체_거래대금_매수,기관합계_거래대금_매도,기타법인_거래대금_매도,개인_거래대금_매도,외국인합계_거래대금_매도,전체_거래대금_매도
2019-01-02,1700,1730,1660,1670,44671,-1.183431952662722,0,0,-506,506,0,0,0,42755,1916,44671,0,0,43261,1410,44671,0,0,-837260,837260,0,0,0,71829100,3228150,75057250,0,0,72666360,2390890,75057250
2019-01-03,1705,1705,1620,1620,58807,-2.9940119760479043,0,0,6213,-6213,0,0,0,57548,1259,58807,0,0,51335,7472,58807,0,0,10337200,-10337200,0,0,0,95003920,2071755,97075675,0,0,84666720,12408955,97075675
2019-01-04,1620,1660,1570,1605,90286,-0.9259259259259258,0,0,3499,-3499,0,0,0,82815,7471,90286,0,0,79316,10970,90286,0,0,5675160,-5675160,0,0,0,131761095,11867115,143628210,0,0,126085935,17542275,143628210
2019-01-07,1620,1670,1615,1645,63351,2.4922118380062304,0,50,-12602,12552,0,0,50,46393,16908,63351,0,0,58995,4356,63351,0,82500,-20619650,20537150,0,0,82500,75971730,27685670,103739900,0,0,96591380,7148520,103739900
2019-01-08,1685,1685,1620,1625,64144,-1.21580547112462,0,30,2042,-2072,0,0,30,58376,5738,64144,0,0,56334,7810,64144,0,49200,3341720,-3390920,0,0,49200,95692575,9440325,105182100,0,0,92350855,12831245,105182100
2019-01-09,1695,1710,1635,1675,126462,3.076923076923077,0,-700,-10200,10900,0,0,0,109698,16764,126462,0,700,119898,5864,126462,0,-1169000,-16949910,18118910,0,0,0,182905175,27902420,210807595,0,1169000,199855085,9783510,210807595
2019-01-10,1675,1905,1675,1725,1787725,2.9850746268656714,0,-170,147355,-147185,0,1010,0,1752990,33725,1787725,1010,170,1605635,180910,1787725,500,-303200,268467925,-268165225,0,1813100,0,3159788680,59532155,3221133935,1812600,303200,2891320755,327697380,3221133935
2019-01-11,1750,1760,1700,1755,202783,1.7391304347826086,0,0,-3477,3477,0,0,0,192205,10578,202783,0,0,195682,7101,202783,0,0,-5998685,5998685,0,0,0,334331640,18348510,352680150,0,0,340330325,12349825,352680150
2019-01-14,1755,1855,1735,1795,817368,2.2792022792022792,0,0,76752,-76752,0,0,0,785027,32341,817368,0,0,708275,109093,817368,0,0,139758475,-139758475,0,0,0,1427054800,58232615,1485287415,0,0,1287296325,197991090,1485287415
2019-01-15,1835,1900,1765,1825,660677,1.6713091922005572,0,0,45864,-45864,0,0,0,611346,49331,660677,0,0,565482,95195,660677,0,0,85854445,-85854445,0,0,0,1122972240,90660980,1213633220,0,0,1037117795,176515425,1213633220
