날짜,시가,고가,저가,종가,거래량,등락률,기관합계_거래량_순매수,기타법인_거래량_순매수,개인_거래량_순매수,외국인합계_거래량_순매수,전체_거래량_순매수,기관합계_거래량_매수,기타법인_거래량_매수,개인_거래량_매수,외국인합계_거래량_매수,전체_거래량_매수,기관합계_거래량_매도,기타법인_거래량_매도,개인_거래량_매도,외국인합계_거래량_매도,전체_거래량_매도,기관합계_거래대금_순매수,기타법인_거래대금_순매수,개인_거래대금_순매수,외국인합계_거래대금_순매수,전체_거래대금_순매수,기관합계_거래대금_매수,기타법인_거래대금_매수,개인_거래대금_매수,외국인합계_거래대금_매수,전체_거래대금_매수,기관합계_거래대금_매도,기타법인_거래대금_매도,개인_거래대금_매도,외국인합계_거래대금_매도,전체_거래대금_매도
2019-01-02,5433,5433,5386,5416,26439,-0.3312476996687523,2766,5004,-7328,-442,0,8541,5004,13108,0,26653,5775,0,20436,442,26653,15498700,28002440,-41024800,-2476340,0,47825530,28002440,73436730,0,149264700,32326830,0,114461530,2476340,149264700
2019-01-03,5415,5462,5376,5406,55510,-0.1846381093057607,8072,22057,-28696,-1433,0,10439,22057,21304,2155,55955,2367,0,50000,3588,55955,45281090,123859900,-161267790,-7873200,0,58584240,123859900,119325290,12131140,313900570,13303150,0,280593080,20004340,313900570
2019-01-04,5393,5413,5344,5356,57382,-0.924898261191269,-24158,13005,10943,210,0,20182,13005,24433,221,57841,44340,0,13490,11,57841,-134213620,72417800,60632870,1162950,0,112192460,72417800,135708430,1224340,321543030,246406080,0,75075560,61390,321543030
2019-01-07,5403,5403,5219,5269,129528,-1.6243465272591486,-26505,7009,15309,4187,0,34574,7009,83137,5826,130546,61079,0,67828,1639,130546,-144474660,38219620,83471470,22783570,0,188368790,38219620,452293330,31744120,710625860,332843450,0,368821860,8960550,710625860
2019-01-08,5265,5285,5219,5259,121404,-0.18978933383943822,-90797,14993,75259,545,0,11137,16993,92262,1965,122357,101934,2000,17003,1420,122357,-493272320,81501160,408776100,2995060,0,60708690,92381160,501368880,10739360,665198090,553981010,10880000,92592780,7744300,665198090
2019-01-09,5211,5267,5211,5241,61495,-0.3422703936109527,-19909,6182,15129,-1402,0,14371,6182,40856,580,61989,34280,0,25727,1982,61989,-108049890,33609050,82053850,-7613010,0,78034770,33609050,221809190,3155200,336608210,186084660,0,139755340,10768210,336608210
2019-01-10,5250,5257,5201,5251,80695,0.19080328181644723,-41186,-4998,52629,-6445,0,11047,2,70293,0,81342,52233,5000,17664,6445,81342,-222323250,-27039240,284117070,-34754580,0,59788620,10760,379638590,0,439437970,282111870,27050000,95521520,34754580,439437970
2019-01-11,5257,5257,5211,5231,95147,-0.3808798324128737,-30501,-22154,59439,-6784,0,14979,5005,74854,1071,95909,45480,27159,15415,7855,95909,-165018240,-119683440,321334910,-36633230,0,81072360,27077020,404822830,5826240,518798450,246090600,146760460,83487920,42459470,518798450
2019-01-14,5240,5240,5222,5222,52967,-0.17205123303383674,-6251,-9999,18089,-1839,0,25739,1,27651,0,53391,31990,10000,9562,1839,53391,-33851380,-53994600,97789460,-9943480,0,139093880,5400,149450380,0,288549660,172945260,54000000,51660920,9943480,288549660
2019-01-15,5220,5239,5171,5172,104752,-0.9574875526618154,-36000,2500,32688,812,0,22624,2500,74791,5668,105583,58624,0,42103,4856,105583,-193901210,13445000,175957290,4498920,0,121736960,13445000,401993390,30680700,567856050,315638170,0,226036100,26181780,567856050
2019-01-16,5181,5210,5171,5202,96921,0.580046403712297,-63002,4500,54763,3739,0,15352,4500,70359,7482,97693,78354,0,15596,3743,97693,-337729860,24090000,293562720,20077140,0,82291300,24090000,377176170,40163610,523721080,420021160,0,83613450,20086470,523721080
2019-01-17,5200,5210,5162,5182,46359,-0.3844675124951942,4069,0,3536,-7605,0,13607,0,32477,645,46729,9538,0,28941,8250,46729,21903370,0,18915250,-40818620,0,73090250,0,174203700,3459500,250753450,51186880,0,155288450,44278120,250753450
2019-01-18,5182,5212,5182,5212,31817,0.5789270551910459,7587,0,-3805,-3782,0,12695,0,19078,300,32073,5108,0,22883,4082,32073,40690840,0,-20372260,-20318580,0,68092330,0,102424040,1617000,172133370,27401490,0,122796300,21935580,172133370
2019-01-21,5221,5257,5211,5251,49934,0.7482732156561781,19,0,4690,-4709,0,5262,0,45070,4,50336,5243,0,40380,4713,50336,91300,0,25409550,-25500850,0,28471580,0,243983480,21640,272476700,28380280,0,218573930,25522490,272476700
2019-01-22,5257,5277,5240,5251,63750,0.0,9239,0,-6324,-2915,0,14604,0,49658,0,64262,5365,0,55982,2915,64262,50252840,0,-34388350,-15864490,0,79464140,0,269889340,0,349353480,29211300,0,304277690,15864490,349353480
2019-01-23,5257,5277,5229,5279,87359,0.5332317653780233,15005,3,-9785,-5223,0,22868,3,61480,3696,88047,7863,0,71265,8919,88047,81505140,16310,-53228520,-28292930,0,124259930,16310,333980080,20136300,478392620,42754790,0,387208600,48429230,478392620
2019-01-24,5286,5373,5286,5346,34389,1.2691797688956241,-3426,0,721,2705,0,7949,0,21480,5234,34663,11375,0,20759,2529,34663,-18922620,0,3906640,15015980,0,43994150,0,118522660,28954000,191470810,62916770,0,114616020,13938020,191470810
2019-01-25,5346,5462,5346,5386,55325,0.7482229704451926,-5650,0,10545,-4895,0,11499,0,42888,1381,55768,17149,0,32343,6276,55768,-31508920,0,58808820,-27299900,0,64284480,0,239691820,7771180,311747480,95793400,0,180883000,35071080,311747480
2019-01-28,5336,5385,5221,5309,80142,-1.4296323802450799,17859,-49971,27542,4570,0,28933,3004,43758,5081,80776,11074,52975,16216,511,80776,98383220,-275145920,151523470,25239230,0,159345450,16491970,240689500,28051080,444578000,60962230,291637890,89166030,2811850,444578000
2019-01-29,5374,5403,5306,5376,418913,1.262007911094368,13040,303327,-335202,18835,0,21671,354721,23359,22499,422250,8631,51394,358561,3664,422250,72553530,1664650020,-1841883580,104680030,0,120563340,1948851970,129677300,125025970,2324118580,48009810,284201950,1971560880,20345940,2324118580
2019-01-30,5431,5431,5326,5356,64521,-0.3720238095238095,3786,-98,15835,-19523,0,31618,2,32577,839,65036,27832,100,16742,20362,65036,21493580,-548950,87369550,-108314180,0,175537530,11050,180493800,4648750,360691130,154043950,560000,93124250,112962930,360691130
2019-01-31,5403,5449,5353,5443,115820,1.6243465272591486,72049,-55839,-38619,22409,0,81927,3096,9199,22510,116732,9878,58935,47818,101,116732,402529780,-311818370,-215924820,125213410,0,457583510,17275680,51433620,125780750,652073560,55053730,329094050,267358440,567340,652073560
2019-02-01,5431,5470,5374,5376,37482,-1.2309388205033989,6875,-7093,4736,-4518,0,13567,2,23874,340,37783,6692,7095,19138,4858,37783,38515490,-39740780,26528330,-25303040,0,76075990,11220,134014610,1908960,212010780,37560500,39752000,107486280,27212000,212010780
2019-02-07,5386,5433,5376,5386,29252,0.18601190476190474,5523,-6999,4548,-3072,0,10648,1,18818,20,29487,5125,7000,14270,3092,29487,30979650,-39228010,25422260,-17173900,0,59626540,5570,105283490,111820,165027420,28646890,39233580,79861230,17285720,165027420
2019-02-08,5384,5440,5384,5434,22950,0.8911994058670627,3841,0,-5859,2018,0,8819,0,12293,2020,23132,4978,0,18152,2,23132,21557630,0,-32889390,11331760,0,49483250,0,68959530,11343000,129785780,27925620,0,101848920,11240,129785780
2019-02-11,5431,5489,5422,5472,52487,0.6993006993006993,-402,-1500,-13405,15307,0,5398,0,31869,15637,52904,5800,1500,45274,330,52904,-2255360,-8490000,-75885920,86631280,0,30544540,0,180329700,88482580,299356820,32799900,8490000,256215620,1851300,299356820
2019-02-12,5451,5520,5432,5521,64796,0.8954678362573099,-5870,-10147,-1647,17664,0,5560,1,34382,25369,65312,11430,10148,36029,7705,65312,-33450690,-57920520,-9425790,100797000,0,31577610,5640,195452960,144518510,371554720,65028300,57926160,204878750,43721510,371554720
