날짜,공시_제목,공시자
2024-10-10,신탁계약에의한취득상황보고서,메가스터디교육
2024-09-24,임원ㆍ주요주주특정증권등소유상황보고서,이상제
2024-09-05,[기재정정]주식등의대량보유상황보고서(일반),손주은
2024-09-05,임원ㆍ주요주주특정증권등소유상황보고서,이창섭
2024-08-30,신탁계약해지결과보고서,메가스터디교육
2024-08-30,주요사항보고서(자기주식취득신탁계약해지결정),메가스터디교육
2024-08-14,반기보고서 (2024.06),메가스터디교육
2024-08-09,주식등의대량보유상황보고서(약식),FILLIMITED
2024-08-05,합병등종료보고서(합병),메가스터디교육
2024-08-02,연결재무제표기준영업(잠정)실적(공정공시)              ,메가스터디교육
2024-07-26,신탁계약해지결과보고서,메가스터디교육
2024-07-26,주요사항보고서(자기주식취득신탁계약해지결정),메가스터디교육
2024-07-23,신탁계약에의한취득상황보고서,메가스터디교육
2024-07-08,주요사항보고서(자기주식취득신탁계약체결결정),메가스터디교육
2024-07-01,기타경영사항(자율공시)              (소규모합병 승인 이사회 결의(주주총회 갈음) 결과보고),메가스터디교육
2024-06-24,주요사항보고서(자기주식취득신탁계약해지결정),메가스터디교육
2024-06-24,주식소각결정              ,메가스터디교육
2024-06-24,신탁계약해지결과보고서,메가스터디교육
2024-06-11,[기재정정]주요사항보고서(회사합병결정),메가스터디교육
2024-05-31,주주명부폐쇄기간또는기준일설정              ,메가스터디교육
2024-05-29,신탁계약에의한취득상황보고서,메가스터디교육
2024-05-16,분기보고서 (2024.03),메가스터디교육
2024-05-03,연결재무제표기준영업(잠정)실적(공정공시)              ,메가스터디교육
2024-04-24,신탁계약에의한취득상황보고서,메가스터디교육
2024-04-24,주식등의대량보유상황보고서(약식),FILLIMITED
2024-04-22,주요사항보고서(자기주식취득신탁계약체결결정),메가스터디교육
2024-04-15,"수시공시의무관련사항(공정공시)              (주주가치 제고를 위한 주주환원정책 안내('24년~'26년, 3개년))",메가스터디교육
2024-04-12,사외이사의선임ㆍ해임또는중도퇴임에관한신고,메가스터디교육
2024-04-04,[기재정정]사외이사의선임ㆍ해임또는중도퇴임에관한신고,메가스터디교육
2024-04-02,주식등의대량보유상황보고서(약식),국민연금공단
2024-03-29,[기재정정]주요사항보고서(타법인주식및출자증권양수결정),메가스터디교육
2024-03-28,정기주주총회결과              ,메가스터디교육
2024-03-27,주식소각결정              ,메가스터디교육
2024-03-22,신탁계약에의한취득상황보고서,메가스터디교육
2024-03-21,기타경영사항(자율공시)              (타법인 주식 및 출자증권 양수 결정(주식회사 에스티유니타스 인수)에 대한 공정거래위원회의 기업 결합 불허의 건),메가스터디교육
2024-03-20,사업보고서 (2023.12),메가스터디교육
2024-03-12,주주총회소집결의              ,메가스터디교육
2024-03-12,감사보고서제출              ,메가스터디교육
2024-03-12,현금ㆍ현물배당결정              ,메가스터디교육
2024-03-12,주주총회소집공고,메가스터디교육
2024-02-29,주요사항보고서(자기주식취득신탁계약체결결정),메가스터디교육
2024-02-23,수시공시의무관련사항(공정공시)              (2023년(제9기) 사업연도 현금 배당 계획),메가스터디교육
2024-02-16,연결재무제표기준영업(잠정)실적(공정공시)              ,메가스터디교육
2024-01-18,주요사항보고서(자기주식취득신탁계약체결결정),메가스터디교육
2023-12-22,주요사항보고서(자기주식취득신탁계약체결결정),메가스터디교육
2023-12-15,현금ㆍ현물배당을위한주주명부폐쇄(기준일)결정,메가스터디교육
2023-12-15,주주명부폐쇄기간또는기준일설정,메가스터디교육
2023-11-30,임원ㆍ주요주주특정증권등소유상황보고서,김기한
2023-11-14,분기보고서 (2023.09),메가스터디교육
2023-11-14,[기재정정]반기보고서 (2023.06),메가스터디교육
2023-11-07,연결재무제표기준영업(잠정)실적(공정공시),메가스터디교육
2023-09-13,신탁계약해지결과보고서,메가스터디교육
2023-09-12,주식소각결정,메가스터디교육
2023-09-12,주요사항보고서(자기주식취득신탁계약해지결정),메가스터디교육
2023-08-31,[기재정정]사업보고서 (2022.12),메가스터디교육
2023-08-21,임원ㆍ주요주주특정증권등소유상황보고서,윤정훈
2023-08-07,연결재무제표기준영업(잠정)실적(공정공시),메가스터디교육
2023-07-18,주식매수선택권부여에관한신고,메가스터디교육
2023-07-17,임원ㆍ주요주주특정증권등소유상황보고서,이창섭
2023-07-10,임원ㆍ주요주주특정증권등소유상황보고서,이창섭
2023-07-05,임원ㆍ주요주주특정증권등소유상황보고서,이창섭
2023-06-08,신탁계약에의한취득상황보고서,메가스터디교육
2023-05-26,임원ㆍ주요주주특정증권등소유상황보고서,오영석
2023-05-26,임원ㆍ주요주주특정증권등소유상황보고서,정성욱
2023-05-19,임원ㆍ주요주주특정증권등소유상황보고서,오영석
2023-05-15,분기보고서 (2023.03),메가스터디교육
2023-05-12,임원ㆍ주요주주특정증권등소유상황보고서,오영석
2023-05-03,연결재무제표기준영업(잠정)실적(공정공시),메가스터디교육
2023-04-20,기업설명회(IR)개최,메가스터디교육
2023-04-19,임원ㆍ주요주주특정증권등소유상황보고서,김기한
2023-04-13,임원ㆍ주요주주특정증권등소유상황보고서,이장훈
2023-04-13,임원ㆍ주요주주특정증권등소유상황보고서,이영준
2023-03-31,주식등의대량보유상황보고서(일반),손주은
2023-03-30,정기주주총회결과,메가스터디교육
