날짜,시가,고가,저가,종가,거래량,등락률,기관합계_거래량_순매수,기타법인_거래량_순매수,개인_거래량_순매수,외국인합계_거래량_순매수,전체_거래량_순매수,기관합계_거래량_매수,기타법인_거래량_매수,개인_거래량_매수,외국인합계_거래량_매수,전체_거래량_매수,기관합계_거래량_매도,기타법인_거래량_매도,개인_거래량_매도,외국인합계_거래량_매도,전체_거래량_매도,기관합계_거래대금_순매수,기타법인_거래대금_순매수,개인_거래대금_순매수,외국인합계_거래대금_순매수,전체_거래대금_순매수,기관합계_거래대금_매수,기타법인_거래대금_매수,개인_거래대금_매수,외국인합계_거래대금_매수,전체_거래대금_매수,기관합계_거래대금_매도,기타법인_거래대금_매도,개인_거래대금_매도,외국인합계_거래대금_매도,전체_거래대금_매도
2023-04-10,4765,5043,4765,4830,3498288,,416025,69583,1200375,-1685983,0,681523,70083,2721199,7939,3480744,265498,500,1520824,1693922,3480744,2035559185,339989235,5900907910,-8276456330,0,3336892600,342441735,13368497490,38994355,17086826180,1301333415,2452500,7467589580,8315450685,17086826180
2023-04-11,4904,4904,4676,4880,1127844,1.0351966873706004,353979,1110,-102409,-252680,0,491422,1610,623287,5869,1122188,137443,500,725696,258549,1122188,1714804825,5244265,-495371475,-1224677615,0,2380204965,7709265,3003426995,28242580,5419583805,665400140,2465000,3498798470,1252920195,5419583805
2023-04-12,4885,4945,4815,4945,588808,1.331967213114754,200497,155,-136476,-64176,0,259748,167,322137,3804,585856,59251,12,458613,67980,585856,986092020,758210,-672031705,-314818525,0,1277575420,816900,1579079650,18594505,2876066475,291483400,58690,2251111355,333413030,2876066475
2023-04-13,4939,4994,4894,4994,568017,0.9908998988877654,212397,65,-110129,-102333,0,327661,181,223191,14136,565169,115264,116,333320,116469,565169,1059527365,324440,-549514530,-510337275,0,1632606300,897595,1108552435,70140265,2812196595,573078935,573155,1658066965,580477540,2812196595
2023-04-14,4974,5103,4959,5094,742485,2.002402883460152,256383,102,-239351,-17134,0,415766,247,290984,31765,738762,159383,145,530335,48899,738762,1302955570,513140,-1215723430,-87745280,0,2108820570,1247310,1471228840,161356580,3742653300,805865000,734170,2686952270,249101860,3742653300
2023-04-17,5084,5223,5044,5114,856453,0.39261876717707106,321617,52,-66928,-254741,0,476598,161,326948,48451,852158,154981,109,393876,303192,852158,1656618960,269000,-345290480,-1311597480,0,2456447380,826670,1680678290,249371780,4387324120,799828420,557670,2025968770,1560969260,4387324120
2023-04-18,5114,5163,5074,5114,918624,0.0,115449,45844,-84470,-76823,0,610715,45844,224967,32492,914018,495266,0,309437,109315,914018,596888100,236327140,-437454690,-395760550,0,3145101470,236327140,1156753600,167174740,4705356950,2548213370,0,1594208290,562935290,4705356950
2023-04-19,5113,5242,4974,5213,644292,1.9358623386781384,276461,-2727,-229164,-44570,0,433612,277,202993,4179,641061,157151,3004,432157,48749,641061,1429506620,-14136130,-1186835430,-228535060,0,2246586880,1424770,1036090470,21315210,3305417330,817080260,15560900,2222925900,249850270,3305417330
2023-04-20,5153,5272,5073,5253,563956,0.7673124880107424,117582,4000,-112944,-8638,0,350364,4046,189888,16830,561128,232782,46,302832,25468,561128,630341490,20568380,-605018780,-45891090,0,1842476820,20807880,983729360,87737000,2934751060,1212135330,239500,1588748140,133628090,2934751060
2023-04-21,5253,5532,5193,5343,494925,1.7133066818960592,97925,-16966,-106085,25126,0,202030,156,255525,34732,492443,104105,17122,361610,9606,492443,526711590,-91288130,-571327860,135904400,0,1087206620,828420,1375478090,187436350,2650949480,560495030,92116550,1946805950,51531950,2650949480
