회사명,매집일,이상_가격,매석_거래,신고가_매집봉,매집_기간,매집_저항,매석_종가,등락률,포착일_매석,매집_거래량,매석_거래량,골크_단중,골크_중장,우상향_5일,우상향_20일,우상향_60일,거래대금_억,시가총액_억,주식수,시총_순위_2724,이상_거래량,회사_코드
주성엔지니어링,2024-10-29,False,True,False,3,31050,32700.0,5.483870967741936,2024-11-01,4169377,3419422.0,True,True,True,True,True,1123,15456,47268321,186,True,036930
주성엔지니어링,2024-10-31,False,False,False,1,31800,32700.0,5.483870967741936,2024-11-01,2936679,3419422.0,True,True,True,True,True,1123,15456,47268321,186,True,036930
디어유,2024-10-29,True,True,False,3,33350,35250.0,6.8181818181818175,2024-11-01,2710474,294016.0,True,True,True,True,True,103,8367,23738406,289,True,376300
유바이오로직스,2024-10-29,True,True,True,3,15780,15850.0,2.922077922077922,2024-11-01,11802124,3012836.0,True,True,True,True,True,479,5790,36534307,384,True,206650
컴투스,2024-10-30,False,True,False,2,44350,44750.0,2.991944764096663,2024-11-01,212895,159976.0,True,True,True,True,True,71,5700,12737755,392,True,078340
DS단석,2024-09-02,False,False,False,60,89800,96500.0,10.285714285714285,2024-11-01,834385,4037978.0,True,False,True,True,True,3860,5656,5861404,395,True,017860
DS단석,2024-10-29,True,False,False,3,92900,96500.0,10.285714285714285,2024-11-01,1690557,4037978.0,True,False,True,True,True,3860,5656,5861404,395,True,017860
DS단석,2024-10-31,False,False,False,1,89400,96500.0,10.285714285714285,2024-11-01,3052202,4037978.0,True,False,True,True,True,3860,5656,5861404,395,True,017860
KISCO홀딩스,2024-08-01,False,True,False,92,21500,22250.0,3.9719626168224296,2024-11-01,36904,18331.0,True,True,True,True,True,3,3599,16176380,531,True,001940
비보존 제약,2024-10-31,True,True,True,1,6590,6670.0,7.4074074074074066,2024-11-01,6965691,1016386.0,True,True,True,True,True,70,3217,48242965,584,True,082800
에이디테크놀로지,2024-10-16,False,False,False,16,18380,19020.0,5.843071786310518,2024-11-01,882470,3927174.0,False,False,True,True,False,790,2556,13440822,687,True,200710
에이디테크놀로지,2024-10-31,False,False,False,1,18300,19020.0,5.843071786310518,2024-11-01,3242297,3927174.0,False,False,True,True,False,790,2556,13440822,687,True,200710
키다리스튜디오,2024-09-09,False,False,False,53,3990,4110.0,5.655526992287918,2024-11-01,1719715,3970743.0,True,True,True,True,True,169,1523,37063766,1031,True,020120
레뷰코퍼레이션,2024-09-26,False,False,False,36,10430,11150.0,12.968591691995949,2024-11-01,696255,2622293.0,True,True,True,True,True,292,1257,11279386,1199,True,443250
레뷰코퍼레이션,2024-10-25,False,False,False,7,10090,11150.0,12.968591691995949,2024-11-01,826606,2622293.0,True,True,True,True,True,292,1257,11279386,1199,True,443250
삼현,2024-10-02,True,False,False,30,9506,10200.0,29.93630573248408,2024-11-01,3483678,3587253.0,False,True,True,True,True,354,1078,10569189,1348,True,437730
엔젯,2024-09-12,False,True,False,50,10200,10240.0,1.5873015873015872,2024-11-01,88590,21995.0,True,False,True,True,False,2,1077,10517817,1350,True,419080
유니퀘스트,2024-10-28,False,False,False,4,4845,4900.0,4.477611940298507,2024-11-01,252669,586935.0,True,False,True,True,False,30,1067,21794015,1360,True,077500
인크로스,2024-10-23,False,True,False,9,7440,7510.0,1.2129380053908356,2024-11-01,256356,44728.0,True,True,True,True,False,3,964,12843222,1448,True,216050
신영와코루,2024-10-08,False,True,False,24,9240,9450.0,3.96039603960396,2024-11-01,10266,422.0,True,True,True,True,True,0,850,9000000,1557,True,005800
비상교육,2024-06-05,False,True,False,149,5580,5930.0,9.814814814814817,2024-11-01,1265997,528644.0,True,True,True,True,True,31,770,12996741,1652,True,100220
토탈소프트,2024-10-31,False,True,False,1,5450,5550.0,1.834862385321101,2024-11-01,92858,55255.0,True,True,True,True,True,3,474,8558040,2100,True,045340
대원화성,2024-10-25,False,True,False,7,1057,1065.0,0.9478672985781992,2024-11-01,199108,19680.0,False,False,True,False,False,0,439,41249152,2163,True,024890
오리엔트정공,2024-10-31,False,True,False,1,1268,1269.0,0.0788643533123028,2024-11-01,230940,149101.0,True,True,True,True,False,1,402,31742912,2221,True,065500
하이트진로홀딩스우,2024-10-31,False,True,False,1,11300,11320.0,0.1769911504424778,2024-11-01,2970,205.0,False,False,False,False,False,0,53,470810,2800,True,000145
