날짜,공시_제목,공시자
2024-10-17,신탁계약에의한취득상황보고서,야스
2024-10-10,주식등의대량보유상황보고서(약식),LG디스플레이
2024-09-27,주식등의대량보유상황보고서(일반),정광호
2024-08-27,주식등의대량보유상황보고서(일반),정광호
2024-08-14,반기보고서 (2024.06),야스
2024-08-09,주식등의대량보유상황보고서(약식),LG디스플레이
2024-08-02,주식등의대량보유상황보고서(일반),정광호
2024-07-25,주식등의대량보유상황보고서(일반),정광호
2024-07-23,주식등의대량보유상황보고서(약식),LG디스플레이
2024-07-23,임원ㆍ주요주주특정증권등소유상황보고서,LG디스플레이
2024-07-18,[기재정정]주식매수선택권부여에관한신고,야스
2024-07-15,주요사항보고서(자기주식취득신탁계약체결결정),야스
2024-07-08,주식등의대량보유상황보고서(일반),정광호
2024-07-05,최대주주변경을수반하는주식담보제공계약해제ㆍ취소등              ,야스
2024-07-05,임원ㆍ주요주주특정증권등소유상황보고서,LG디스플레이
2024-07-05,주식등의대량보유상황보고서(일반),LG디스플레이
2024-06-27,주식등의대량보유상황보고서(일반),정광호
2024-06-26,[기재정정]최대주주변경을수반하는주식담보제공계약체결              ,야스
2024-05-27,주식등의대량보유상황보고서(일반),정광호
2024-05-16,분기보고서 (2024.03),야스
2024-04-30,주식등의대량보유상황보고서(일반),정광호
2024-04-30,소속부변경              ,코스닥시장본부
2024-04-24,주식등의대량보유상황보고서(일반),정광호
2024-04-11,신탁계약해지결과보고서,야스
2024-03-29,주식등의대량보유상황보고서(일반),정광호
2024-03-29,사외이사의선임ㆍ해임또는중도퇴임에관한신고,야스
2024-03-29,정기주주총회결과              ,야스
2024-03-21,감사보고서제출              ,야스
2024-03-21,사업보고서 (2023.12),야스
2024-03-14,의결권대리행사권유참고서류,야스
2024-03-14,주주총회소집공고,야스
2024-03-14,[기재정정]매출액또는손익구조30%(대규모법인은15%)이상변동              ,야스
2024-03-13,주식등의대량보유상황보고서(일반),정광호
2024-02-29,주주총회집중일개최사유신고              ,야스
2024-02-29,주주총회소집결의              ,야스
2024-02-28,주식등의대량보유상황보고서(일반),정광호
2024-01-31,주식등의대량보유상황보고서(일반),정광호
2023-12-27,주식등의대량보유상황보고서(일반),정광호
2023-12-13,주주명부폐쇄기간또는기준일설정,야스
2023-11-30,주식등의대량보유상황보고서(일반),정광호
2023-11-14,분기보고서 (2023.09),야스
2023-11-02,주식등의대량보유상황보고서(일반),정광호
2023-09-05,주식등의대량보유상황보고서(일반),정광호
2023-08-14,반기보고서 (2023.06),야스
2023-08-03,주식등의대량보유상황보고서(일반),정광호
2023-07-13,주식등의대량보유상황보고서(일반),정광호
2023-06-28,주식등의대량보유상황보고서(일반),정광호
2023-05-15,분기보고서 (2023.03),야스
2023-05-02,주식등의대량보유상황보고서(일반),정광호
2023-04-04,[연장결정]주요사항보고서(자기주식취득신탁계약체결결정),야스
2023-03-31,정기주주총회결과,야스
2023-03-23,사업보고서 (2022.12),야스
2023-03-23,감사보고서제출,야스
2023-03-16,[기재정정]매출액또는손익구조30%(대규모법인은15%)이상변동,야스
2023-03-16,주주총회소집공고,야스
2023-03-02,주주총회집중일개최사유신고,야스
2023-03-02,주주총회소집결의,야스
2023-02-03,[기재정정]단일판매ㆍ공급계약체결,야스
2023-02-03,주식등의대량보유상황보고서(일반),정광호
2023-01-09,신탁계약에의한취득상황보고서,야스
2022-12-28,주식등의대량보유상황보고서(일반),정광호
2022-12-16,단일판매ㆍ공급계약체결(자율공시),야스
2022-12-15,주주명부폐쇄기간또는기준일설정,야스
2022-11-14,분기보고서 (2022.09),야스
2022-11-03,주식등의대량보유상황보고서(일반),정광호
2022-08-30,[기재정정]단일판매ㆍ공급계약체결,야스
2022-08-16,반기보고서 (2022.06),야스
2022-08-03,주식등의대량보유상황보고서(일반),정광호
2022-07-11,주식등의대량보유상황보고서(일반),정광호
2022-06-29,주식등의대량보유상황보고서(일반),정광호
2022-05-16,분기보고서 (2022.03),야스
2022-05-04,주식등의대량보유상황보고서(일반),정광호
2022-03-28,정기주주총회결과,야스
2022-03-18,사업보고서 (2021.12),야스
2022-03-18,감사보고서제출,야스
2022-03-11,의결권대리행사권유참고서류,야스
2022-03-11,주주총회소집공고,야스
2022-02-25,매출액또는손익구조30%(대규모법인은15%)이상변동,야스
2022-02-25,현금ㆍ현물배당결정,야스
2022-02-25,주주총회소집결의,야스
2022-01-28,주식등의대량보유상황보고서(일반),정광호
2021-12-30,주식등의대량보유상황보고서(일반),정광호
2021-12-24,단일판매ㆍ공급계약체결,야스
2021-12-14,주주명부폐쇄기간또는기준일설정,야스
2021-11-15,분기보고서 (2021.09),야스
2021-10-22,주식등의대량보유상황보고서(일반),정광호
2021-08-31,[기재정정]단일판매ㆍ공급계약체결,야스
2021-08-13,반기보고서 (2021.06),야스
2021-07-09,주식등의대량보유상황보고서(일반),정광호
2021-06-29,임원ㆍ주요주주특정증권등소유상황보고서,최명운
2021-05-27,[기재정정]단일판매ㆍ공급계약체결,야스
2021-05-17,분기보고서 (2021.03),야스
