회사명,매집일,이상_가격,매석_거래,신고가_매집봉,매집_기간,매집_저항,매석_종가,등락률,포착일_매석,매집_거래량,매석_거래량,골크_단중,골크_중장,우상향_5일,우상향_20일,우상향_60일,거래대금_억,시가총액_억,주식수,시총_순위_2716,이상_거래량,회사_코드
카카오,2024-08-09,False,True,False,73,39100,39400.0,2.3376623376623376,2024-10-21,3189269,1766464.0,True,False,True,True,False,698,174751,443530908,23,True,035720
한국전력,2024-09-23,False,True,False,28,21150,21250.0,0.9501187648456058,2024-10-21,6003649,1805332.0,True,True,True,False,True,386,136417,641964077,32,True,015760
대한항공,2024-09-27,False,True,False,24,23350,23600.0,1.9438444924406049,2024-10-21,2092062,1584014.0,True,True,True,True,True,373,86900,368220661,56,True,003490
한올바이오파마,2023-12-27,True,True,True,299,46750,49500.0,11.864406779661016,2024-10-21,11451855,2609630.0,True,True,True,True,True,1254,25859,52240638,129,True,009420
한올바이오파마,2024-10-14,True,True,True,7,47550,49500.0,11.864406779661016,2024-10-21,3216718,2609630.0,True,True,True,True,True,1254,25859,52240638,129,True,009420
일진전기,2024-10-17,False,True,False,4,26350,26350.0,2.3300970873786406,2024-10-21,4174733,1051466.0,True,True,True,True,True,278,12565,47685390,223,True,103590
제이알글로벌리츠,2024-10-07,False,True,False,14,3325,3330.0,0.4524886877828055,2024-10-21,1500021,310949.0,False,False,True,False,False,10,6572,197376000,354,True,348950
HLB이노베이션,2024-07-05,False,False,False,108,3720,3990.0,9.465020576131687,2024-10-21,5526265,9903659.0,True,False,True,True,True,386,3639,91226268,539,True,024850
HLB이노베이션,2024-10-18,True,True,False,3,3835,3990.0,9.465020576131687,2024-10-21,11812177,9903659.0,True,False,True,True,True,386,3639,91226268,539,True,024850
RFHIC,2024-08-05,False,False,False,77,12770,12990.0,12.760416666666666,2024-10-21,349903,583429.0,True,False,True,True,False,74,3440,26484442,568,True,218410
비에이치아이,2024-10-17,True,True,False,4,10420,10530.0,8.0,2024-10-21,8239371,5979729.0,True,True,True,True,True,634,3258,30944375,590,True,083650
에스티큐브,2024-08-29,False,True,False,53,6690,6970.0,12.60096930533118,2024-10-21,1361153,1278211.0,True,True,True,True,True,87,3254,46694249,593,True,052020
예스코홀딩스,2024-06-03,True,True,True,140,48000,48450.0,1.0427528675703857,2024-10-21,26795,5748.0,True,True,True,True,True,2,2907,6000000,643,True,015360
한국파마,2024-08-19,True,False,False,63,21500,21550.0,2.375296912114014,2024-10-21,625545,1536103.0,True,False,True,True,True,354,2350,10906701,749,True,032300
NH투자증권우,2021-12-29,False,True,False,1027,12050,12050.0,0.0830564784053156,2024-10-21,346071,28717.0,True,True,True,True,True,3,2273,18870968,769,True,005945
YG PLUS,2024-07-25,False,False,False,88,3250,3480.0,29.850746268656717,2024-10-21,343990,4943840.0,True,False,True,True,True,162,2207,63429410,787,True,037270
YG PLUS,2024-09-24,False,False,False,27,2980,3480.0,29.850746268656717,2024-10-21,3020398,4943840.0,True,False,True,True,True,162,2207,63429410,787,True,037270
HLB바이오스텝,2024-10-18,False,True,False,3,2315,2345.0,3.076923076923077,2024-10-21,841642,502069.0,False,False,True,False,False,11,2033,86730589,849,True,278650
우진엔텍,2024-10-17,False,False,False,4,20950,21300.0,18.79531511433352,2024-10-21,6076471,8511773.0,True,False,True,True,False,1825,1974,9271339,873,True,457550
CG인바이츠,2024-10-16,False,True,False,5,2305,2350.0,4.444444444444445,2024-10-21,817097,242395.0,False,False,True,True,False,5,1807,76894182,934,True,083790
CG인바이츠,2024-10-18,False,True,False,3,2260,2350.0,4.444444444444445,2024-10-21,851793,242395.0,False,False,True,True,False,5,1807,76894182,934,True,083790
페이퍼코리아,2024-09-19,False,False,False,32,752,773.0,3.342245989304813,2024-10-21,137786,153321.0,True,False,True,True,True,1,1375,177983313,1144,True,001020
페이퍼코리아,2024-10-18,False,True,False,3,770,773.0,3.342245989304813,2024-10-21,204183,153321.0,True,False,True,True,True,1,1375,177983313,1144,True,001020
드림씨아이에스,2024-05-09,True,False,False,165,4600,4920.0,29.98678996036988,2024-10-21,9431334,13149609.0,True,False,True,True,True,586,1170,23799324,1290,True,223250
드림씨아이에스,2024-08-08,False,False,False,74,4745,4920.0,29.98678996036988,2024-10-21,2613833,13149609.0,True,False,True,True,True,586,1170,23799324,1290,True,223250
드림씨아이에스,2024-09-03,False,False,False,48,4615,4920.0,29.98678996036988,2024-10-21,4311050,13149609.0,True,False,True,True,True,586,1170,23799324,1290,True,223250
드림씨아이에스,2024-10-10,False,False,False,11,4110,4920.0,29.98678996036988,2024-10-21,4544943,13149609.0,True,False,True,True,True,586,1170,23799324,1290,True,223250
대현,2024-10-10,True,True,True,11,2140,2165.0,3.095238095238096,2024-10-21,417206,185426.0,True,True,True,True,True,3,958,44282310,1474,True,016090
라이온켐텍,2024-08-12,False,False,False,70,2350,2485.0,8.991228070175438,2024-10-21,493250,7414122.0,True,False,True,True,False,186,892,35901760,1531,True,171120
라이온켐텍,2024-08-13,False,False,False,69,2390,2485.0,8.991228070175438,2024-10-21,2941993,7414122.0,True,False,True,True,False,186,892,35901760,1531,True,171120
수성웹툰,2024-05-07,False,False,False,167,680,736.0,22.666666666666664,2024-10-21,2403716,39729408.0,True,True,True,True,True,306,864,117470473,1563,True,084180
수성웹툰,2024-10-02,False,False,False,19,646,736.0,22.666666666666664,2024-10-21,1374996,39729408.0,True,True,True,True,True,306,864,117470473,1563,True,084180
수성웹툰,2024-10-16,True,False,False,5,670,736.0,22.666666666666664,2024-10-21,1503781,39729408.0,True,True,True,True,True,306,864,117470473,1563,True,084180
