날짜,시가,고가,저가,종가,거래량,등락률,기관합계_거래량_순매수,기타법인_거래량_순매수,개인_거래량_순매수,외국인합계_거래량_순매수,전체_거래량_순매수,기관합계_거래량_매수,기타법인_거래량_매수,개인_거래량_매수,외국인합계_거래량_매수,전체_거래량_매수,기관합계_거래량_매도,기타법인_거래량_매도,개인_거래량_매도,외국인합계_거래량_매도,전체_거래량_매도,기관합계_거래대금_순매수,기타법인_거래대금_순매수,개인_거래대금_순매수,외국인합계_거래대금_순매수,전체_거래대금_순매수,기관합계_거래대금_매수,기타법인_거래대금_매수,개인_거래대금_매수,외국인합계_거래대금_매수,전체_거래대금_매수,기관합계_거래대금_매도,기타법인_거래대금_매도,개인_거래대금_매도,외국인합계_거래대금_매도,전체_거래대금_매도
2020-07-16,4687,4912,4272,4307,7608585,,-1231970,-24213,2485576,-1229393,0,144822,18545,7252120,14711,7430198,1376792,42758,4766544,1244104,7430198,-5823299575,-121973420,11556015135,-5610742140,0,664326940,84503030,34074783170,70185820,34893798960,6487626515,206476450,22518768035,5680927960,34893798960
2020-07-17,4404,4492,4306,4487,2545028,4.179243092639888,179688,48589,265468,-493745,0,521321,52802,1877830,33406,2485359,341633,4213,1612362,527151,2485359,821085435,222122085,1175101890,-2218309410,0,2358840940,241168420,8441059695,149469540,11190538595,1537755505,19046335,7265957805,2367778950,11190538595
2020-07-20,4453,4472,4355,4370,746215,-2.607532872743481,-133256,53404,159781,-79929,0,27137,53404,623547,24632,728720,160393,0,463766,104561,728720,-597666000,240863475,715801870,-358999345,0,122186340,240863475,2807927430,111133345,3282110590,719852340,0,2092125560,470132690,3282110590
2020-07-21,4374,4433,4340,4360,407387,-0.2288329519450801,-48379,41157,3046,4176,0,8656,41157,328224,19799,397836,57035,0,325178,15623,397836,-216909170,183864855,14502215,18542100,0,38638570,183864855,1468637540,88637520,1779778485,255547740,0,1454135325,70095420,1779778485
2020-07-22,4355,4384,4335,4360,390292,0.0,-72742,86000,-23509,10251,0,48279,86000,235579,11283,381141,121021,0,259088,1032,381141,-324468940,383781790,-105092710,45779860,0,215082520,383781790,1049812915,50378980,1699056205,539551460,0,1154905625,4599120,1699056205
2020-07-23,4365,4379,4345,4365,249945,0.11467889908256881,31598,53101,-109285,24586,0,33832,53101,132546,24606,244085,2234,0,241831,20,244085,141057820,237094975,-487990405,109837610,0,151041820,237094975,592572430,109927010,1090636235,9984000,0,1080562835,89400,1090636235
2020-07-24,4374,4379,4345,4370,194267,0.11454753722794961,55348,41680,-80616,-16412,0,56648,41680,90605,779,189712,1300,0,171221,17191,189712,246729135,186095670,-359740370,-73084435,0,252527135,186095670,404292395,3485175,846400375,5798000,0,764032765,76569610,846400375
2020-07-27,4370,4374,4350,4360,123612,-0.2288329519450801,-9050,27558,-37257,18749,0,18604,27558,53888,20664,120714,27654,0,91145,1915,120714,-40310015,123054895,-166468195,83723315,0,83094465,123054895,240592250,92264760,539006370,123404480,0,407060445,8541445,539006370
2020-07-28,4365,4394,4331,4351,334028,-0.20642201834862386,-15667,95000,-69378,-9955,0,61889,95000,164962,4346,326197,77556,0,234340,14301,326197,-69924915,423925000,-309653030,-44347055,0,275823900,423925000,735111360,19519080,1454379340,345748815,0,1044764390,63866135,1454379340
2020-07-29,4350,4365,4326,4341,384269,-0.22983222247759133,-88919,15000,93918,-19999,0,55184,15000,292141,12935,375260,144103,0,198223,32934,375260,-394701905,66625000,416822310,-88745405,0,245090770,66625000,1297556410,57553955,1666826135,639792675,0,880734100,146299360,1666826135
