날짜,공시_제목,공시자
2024-08-05,증권발행결과(자율공시)              (제3자배정 유상증자),오브젠
2024-07-26,주요사항보고서(유상증자결정),오브젠
2024-07-25,단일판매ㆍ공급계약체결(자율공시)              ,오브젠
2024-07-25,단일판매ㆍ공급계약체결              ,오브젠
2024-05-16,분기보고서 (2024.03),오브젠
2024-04-03,주식등의대량보유상황보고서(일반),전배문
2024-03-29,주식매수선택권부여에관한신고,오브젠
2024-03-29,정기주주총회결과              ,오브젠
2024-03-21,[기재정정]사업보고서 (2023.12),오브젠
2024-03-21,감사보고서제출              ,오브젠
2024-03-14,주주총회소집공고,오브젠
2024-03-14,주주총회집중일개최사유신고              ,오브젠
2024-03-14,주주총회소집결의              ,오브젠
2024-02-13,매출액또는손익구조30%(대규모법인은15%)이상변동              ,오브젠
2023-12-19,가족친화인증ㆍ유효기간연장ㆍ인증취소(자율공시),오브젠
2023-12-15,주주명부폐쇄기간또는기준일설정,오브젠
2023-11-17,대표이사변경,오브젠
2023-11-17,임시주주총회결과,오브젠
2023-11-14,분기보고서 (2023.09),오브젠
2023-11-02,주주총회소집공고,오브젠
2023-09-26,[기재정정]주주총회소집결의(임시주주총회),오브젠
2023-09-25,주주명부폐쇄기간또는기준일설정,오브젠
2023-08-11,반기보고서 (2023.06),오브젠
2023-05-15,분기보고서 (2023.03),오브젠
2023-03-31,정기주주총회결과,오브젠
2023-03-24,사업보고서 (2022.12),오브젠
2023-03-23,감사보고서제출,오브젠
2023-03-15,주주총회소집공고,오브젠
2023-03-15,주주총회집중일개최사유신고,오브젠
2023-03-15,주주총회소집결의,오브젠
2023-02-10,임원ㆍ주요주주특정증권등소유상황보고서,원민호
2023-02-09,임원ㆍ주요주주특정증권등소유상황보고서,박찬진
2023-02-09,임원ㆍ주요주주특정증권등소유상황보고서,김진수
2023-02-09,[기재정정]임원ㆍ주요주주특정증권등소유상황보고서,윤은영
2023-02-09,임원ㆍ주요주주특정증권등소유상황보고서,김은정
2023-02-08,임원ㆍ주요주주특정증권등소유상황보고서,강인구
2023-02-08,주식등의대량보유상황보고서(일반),전배문
2023-02-08,임원ㆍ주요주주특정증권등소유상황보고서,박상기
2023-02-08,임원ㆍ주요주주특정증권등소유상황보고서,이형인
2023-02-08,임원ㆍ주요주주특정증권등소유상황보고서,유용희
2023-02-08,[기재정정]임원ㆍ주요주주특정증권등소유상황보고서,전배중
2023-02-08,임원ㆍ주요주주특정증권등소유상황보고서,전배문
2023-02-08,임원ㆍ주요주주특정증권등소유상황보고서,김홍구
2023-02-08,임원ㆍ주요주주특정증권등소유상황보고서,노현철
2023-02-08,임원ㆍ주요주주특정증권등소유상황보고서,임기빈
2023-02-08,임원ㆍ주요주주특정증권등소유상황보고서,박송
2023-02-08,임원ㆍ주요주주특정증권등소유상황보고서,박기완
2023-02-08,임원ㆍ주요주주특정증권등소유상황보고서,장등수
2023-02-08,임원ㆍ주요주주특정증권등소유상황보고서,이성균
2023-02-08,임원ㆍ주요주주특정증권등소유상황보고서,김태완
2023-02-08,임원ㆍ주요주주특정증권등소유상황보고서,윤정호
2023-02-08,[기재정정]임원ㆍ주요주주특정증권등소유상황보고서,차준호
2023-02-08,임원ㆍ주요주주특정증권등소유상황보고서,김기석
2023-02-08,임원ㆍ주요주주특정증권등소유상황보고서,하태식
2023-02-06,주식등의대량보유상황보고서(약식),네이버클라우드
2023-01-19,증권발행실적보고서,오브젠
2023-01-13,[기재정정]투자설명서,오브젠
2023-01-13,[발행조건확정]증권신고서(지분증권),오브젠
2022-04-11,감사보고서 (2021.12),광교회계법인
2021-04-13,감사보고서 (2020.12),한미회계법인
