날짜,공시_제목,공시자
2024-09-12,현금ㆍ현물배당결정(자회사의 주요경영사항)              ,영원무역홀딩스
2024-08-29,대규모기업집단현황공시[분기별공시(대표회사용)],영원무역홀딩스
2024-08-14,반기보고서 (2024.06),영원무역홀딩스
2024-08-14,지급수단별ㆍ지급기간별지급금액및분쟁조정기구에관한사항,영원무역홀딩스
2024-07-02,주식등의대량보유상황보고서(약식),국민연금공단
2024-07-01,[기재정정]기타경영사항(자율공시)              ,영원무역홀딩스
2024-06-13,[기재정정]대규모기업집단현황공시[연1회공시및1/4분기용(대표회사)],영원무역홀딩스
2024-06-10,주요사항보고서(자기주식취득신탁계약체결결정)(자회사의 주요경영사항)              ,영원무역홀딩스
2024-06-10,타인에대한채무보증결정(자회사의 주요경영사항)              ,영원무역홀딩스
2024-05-31,대규모기업집단현황공시[연1회(동일인용)],성기학
2024-05-31,기업지배구조보고서공시              ,영원무역홀딩스
2024-05-16,분기보고서 (2024.03),영원무역홀딩스
2024-04-01,사업보고서 (2023.12),영원무역홀딩스
2024-03-29,정기주주총회결과              ,영원무역홀딩스
2024-03-29,타인에대한채무보증결정(자회사의 주요경영사항)              ,영원무역홀딩스
2024-03-28,감사보고서제출(자회사의 주요경영사항)              ,영원무역홀딩스
2024-03-28,감사보고서제출              ,영원무역홀딩스
2024-03-21,기타경영사항(자율공시)              (감사보고서 지연 제출),영원무역홀딩스
2024-03-21,주식등의대량보유상황보고서(약식),피델리티매니지먼트앤리서치컴퍼니엘엘씨
2024-03-21,사업보고서제출기한연장신고서 (2023.12),영원무역홀딩스
2024-03-14,[기재정정]주주총회소집공고,영원무역홀딩스
2024-03-14,주주총회집중일개최사유신고              ,영원무역홀딩스
2024-03-14,감사보고서제출(자회사의 주요경영사항)              ,영원무역홀딩스
2024-03-14,현금ㆍ현물배당결정(자회사의 주요경영사항)              ,영원무역홀딩스
2024-03-14,의결권대리행사권유참고서류,영원무역홀딩스
2024-03-13,주주총회소집결의              ,영원무역홀딩스
2024-03-13,현금ㆍ현물배당을위한주주명부폐쇄(기준일)결정              ,영원무역홀딩스
2024-03-13,현금ㆍ현물배당결정              ,영원무역홀딩스
2024-03-08,현금ㆍ현물배당결정(자회사의 주요경영사항)              ,영원무역홀딩스
2024-02-29,매출액또는손익구조30%(대규모법인은15%)이상변경              ,영원무역홀딩스
2024-02-29,매출액또는손익구조30%(대규모법인은15%)이상변경(자회사의 주요경영사항)              ,영원무역홀딩스
2024-02-27,매출액또는손익구조30%(대규모법인은15%)이상변경(자회사의 주요경영사항)              ,영원무역홀딩스
2024-02-26,주식등의대량보유상황보고서(약식),피델리티매니지먼트앤리서치컴퍼니엘엘씨
2023-12-28,금전대여결정(자회사의 주요경영사항),영원무역홀딩스
2023-12-19,기타경영사항(자율공시)(배당기준일 변경 안내),영원무역홀딩스
2023-11-14,분기보고서 (2023.09),영원무역홀딩스
2023-09-20,현금ㆍ현물배당결정,영원무역홀딩스
2023-09-20,현금ㆍ현물배당을위한주주명부폐쇄(기준일)결정,영원무역홀딩스
2023-09-13,현금ㆍ현물배당결정(자회사의 주요경영사항),영원무역홀딩스
2023-08-14,반기보고서 (2023.06),영원무역홀딩스
2023-05-31,기업지배구조보고서공시,영원무역홀딩스
2023-05-19,주식등의대량보유상황보고서(약식),피델리티매니지먼트앤리서치컴퍼니엘엘씨
2023-05-15,분기보고서 (2023.03),영원무역홀딩스
2023-04-05,투자판단관련주요경영사항(자회사의 주요경영사항),영원무역홀딩스
2023-03-29,정기주주총회결과,영원무역홀딩스
