날짜,공시_제목,공시자
2024-10-17,[발행조건확정]증권신고서(채무증권),대한항공
2024-10-02,풍문또는보도에대한해명(미확정)              ,대한항공
2024-09-26,임원ㆍ주요주주특정증권등소유상황보고서,조영
2024-08-30,대규모기업집단현황공시[분기별공시(개별회사용)],대한항공
2024-08-30,임원ㆍ주요주주특정증권등소유상황보고서,노성재
2024-08-21,임원ㆍ주요주주특정증권등소유상황보고서,천덕희
2024-08-21,임원ㆍ주요주주특정증권등소유상황보고서,정유태
2024-08-14,지급수단별ㆍ지급기간별지급금액및분쟁조정기구에관한사항,대한항공
2024-08-14,반기보고서 (2024.06),대한항공
2024-08-07,영업(잠정)실적(공정공시)              ,대한항공
2024-08-07,투자판단관련주요경영사항              ,대한항공
2024-08-07,기업설명회(IR)개최(안내공시)              ,대한항공
2024-08-07,기업설명회(IR)개최(안내공시)              ,대한항공
2024-08-07,특수관계인에대한부동산매도,대한항공
2024-07-25,임원ㆍ주요주주특정증권등소유상황보고서,정유태
2024-07-23,[기재정정]풍문또는보도에대한해명(미확정)              ,대한항공
2024-07-05,지속가능경영보고서등관련사항(자율공시)              ,대한항공
2024-07-03,임원ㆍ주요주주특정증권등소유상황보고서,노성재
2024-06-27,[기재정정]타인에대한담보제공결정              ,대한항공
2024-06-27,[기재정정]타인에대한채무보증결정              ,대한항공
2024-06-25,증권발행실적보고서,대한항공
2024-06-25,투자설명서,대한항공
2024-06-24,[발행조건확정]증권신고서(채무증권),대한항공
2024-06-18,[기재정정]주권관련사채권의취득결정(자율공시)              ,대한항공
2024-06-17,투자판단관련주요경영사항              ,대한항공
2024-06-17,[기재정정]투자판단관련주요경영사항              ,대한항공
2024-06-17,타법인주식및출자증권취득결정              ,대한항공
2024-06-17,유상증자결정(종속회사의주요경영사항)              ,대한항공
2024-06-17,특수관계인으로부터받은담보,대한항공
2024-06-17,투자판단관련주요경영사항              ,대한항공
2024-06-04,풍문또는보도에대한해명(미확정)              ,대한항공
2024-05-31,기업지배구조보고서공시              ,대한항공
2024-05-31,대규모기업집단현황공시[연1회공시및1/4분기용(개별회사)],대한항공
2024-05-14,[기재정정]주식등의대량보유상황보고서(일반),한진칼
2024-05-14,분기보고서 (2024.03),대한항공
2024-05-08,기업설명회(IR)개최(안내공시)              ,대한항공
2024-05-08,기업설명회(IR)개최(안내공시)              ,대한항공
2024-05-08,영업(잠정)실적(공정공시)              ,대한항공
2024-05-08,유형자산처분결정              ,대한항공
2024-04-05,임원ㆍ주요주주특정증권등소유상황보고서,정현보
2024-03-27,임원ㆍ주요주주특정증권등소유상황보고서,김세진
2024-03-27,최대주주등소유주식변동신고서              ,대한항공
2024-03-21,신규시설투자등              ,대한항공
2024-03-21,사외이사의선임ㆍ해임또는중도퇴임에관한신고,대한항공
2024-03-21,정기주주총회결과              ,대한항공
2024-03-15,주식등의대량보유상황보고서(일반),한진칼
2024-03-13,사업보고서 (2023.12),대한항공
2024-03-05,임원ㆍ주요주주특정증권등소유상황보고서,박명규
2024-03-05,감사보고서제출              ,대한항공
2024-02-28,대규모기업집단현황공시[분기별공시(개별회사용)],대한항공
2024-02-28,증권발행실적보고서,대한항공
2024-02-28,투자설명서,대한항공
2024-02-27,[발행조건확정]증권신고서(채무증권),대한항공
2024-02-23,임원ㆍ주요주주특정증권등소유상황보고서,지상휘
2024-02-23,임원ㆍ주요주주특정증권등소유상황보고서,이기광
2024-02-23,임원ㆍ주요주주특정증권등소유상황보고서,최민영
2024-02-23,임원ㆍ주요주주특정증권등소유상황보고서,박철홍
2024-02-23,임원ㆍ주요주주특정증권등소유상황보고서,김승복
2024-02-23,임원ㆍ주요주주특정증권등소유상황보고서,하성찬
2024-02-23,임원ㆍ주요주주특정증권등소유상황보고서,전주호
2024-02-23,임원ㆍ주요주주특정증권등소유상황보고서,조민종
2024-02-23,임원ㆍ주요주주특정증권등소유상황보고서,전인준
2024-02-23,임원ㆍ주요주주특정증권등소유상황보고서,박종만
2024-02-23,임원ㆍ주요주주특정증권등소유상황보고서,임지영
2024-02-23,임원ㆍ주요주주특정증권등소유상황보고서,김해룡
2024-02-23,임원ㆍ주요주주특정증권등소유상황보고서,이신
2024-02-20,특수관계인과의내부거래,대한항공
2024-02-20,현금ㆍ현물배당결정              ,대한항공
2024-02-20,주주총회소집결의              ,대한항공
2024-02-20,주주총회소집공고,대한항공
2024-02-20,의결권대리행사권유참고서류,대한항공
2024-02-14,지급수단별ㆍ지급기간별지급금액및분쟁조정기구에관한사항,대한항공
2024-02-14,[기재정정]타법인주식및출자증권취득결정              ,대한항공
2024-02-06,[기재정정]신규시설투자등              ,대한항공
2024-01-30,영업(잠정)실적(공정공시),대한항공
2024-01-30,기업설명회(IR)개최(안내공시),대한항공
2024-01-30,기업설명회(IR)개최(안내공시),대한항공
2024-01-30,매출액또는손익구조30%(대규모법인은15%)이상변경,대한항공
2023-12-06,특수관계인과의내부거래,대한항공
2023-12-06,특수관계인에대한자산양도,대한항공
2023-11-28,대규모기업집단현황공시[분기별공시(개별회사용)],대한항공
2023-11-14,기업설명회(IR)개최(안내공시),대한항공
2023-11-14,기업설명회(IR)개최(안내공시),대한항공
2023-11-14,분기보고서 (2023.09),대한항공
2023-11-10,증권발행실적보고서,대한항공
2023-11-10,투자설명서,대한항공
2023-11-09,[발행조건확정]증권신고서(채무증권),대한항공
2023-11-02,[기재정정]투자판단관련주요경영사항,대한항공
2023-11-02,주권관련사채권의취득결정,대한항공
2023-10-30,신규시설투자등,대한항공
2023-08-30,대규모기업집단현황공시[분기별공시(개별회사용)],대한항공
2023-08-14,지급수단별ㆍ지급기간별지급금액및분쟁조정기구에관한사항,대한항공
2023-08-14,반기보고서 (2023.06),대한항공
2023-08-03,특수관계인으로부터부동산매수,대한항공
2023-08-02,기업설명회(IR)개최(안내공시),대한항공
2023-08-02,기업설명회(IR)개최(안내공시),대한항공
2023-08-02,영업(잠정)실적(공정공시),대한항공
2023-08-01,주식등의대량보유상황보고서(약식),국민연금공단
2023-07-24,임원ㆍ주요주주특정증권등소유상황보고서,박희돈
2023-07-21,임원ㆍ주요주주특정증권등소유상황보고서,임진규
2023-06-30,지속가능경영보고서등관련사항(자율공시),대한항공
2023-05-31,대규모기업집단현황공시[연1회공시및1/4분기용(개별회사)],대한항공
2023-05-26,기업지배구조보고서공시,대한항공
2023-05-12,분기보고서 (2023.03),대한항공
2023-05-03,기업설명회(IR)개최(안내공시),대한항공
2023-05-03,기업설명회(IR)개최(안내공시),대한항공
2023-05-03,영업(잠정)실적(공정공시),대한항공
2023-05-03,특수관계인과의내부거래,대한항공
2023-04-24,소송등의제기ㆍ신청(자율공시:일정금액미만의청구),대한항공
2023-04-24,증권발행실적보고서,대한항공
2023-04-24,투자설명서,대한항공
2023-04-21,[발행조건확정]증권신고서(채무증권),대한항공
2023-03-31,임원ㆍ주요주주특정증권등소유상황보고서,박정수
2023-03-29,임원ㆍ주요주주특정증권등소유상황보고서,김세진
2023-03-29,최대주주등소유주식변동신고서,대한항공
2023-03-22,정기주주총회결과,대한항공
2023-03-22,사외이사의선임ㆍ해임또는중도퇴임에관한신고,대한항공
2023-03-17,임원ㆍ주요주주특정증권등소유상황보고서,정현보
2023-03-17,주식등의대량보유상황보고서(일반),한진칼
2023-03-14,사업보고서 (2022.12),대한항공
2023-03-08,감사보고서제출,대한항공
2023-03-02,[기재정정]금전대여결정,대한항공
2023-02-27,[첨부정정]의결권대리행사권유참고서류,대한항공
2023-02-27,대규모기업집단현황공시[분기별공시(개별회사용)],대한항공
2023-02-20,주주총회소집공고,대한항공
2023-02-20,주주총회소집결의,대한항공
2023-02-20,현금ㆍ현물배당결정,대한항공
2023-02-20,수시공시의무관련사항(공정공시),대한항공
2023-02-20,특수관계인에대한출자,대한항공
2023-02-20,특수관계인에대한출자,대한항공
2023-02-20,타법인주식및출자증권취득결정,대한항공
2023-02-20,유상증자결정(종속회사의주요경영사항),대한항공
2023-02-03,임원ㆍ주요주주특정증권등소유상황보고서,이수근
2023-02-03,임원ㆍ주요주주특정증권등소유상황보고서,송성회
