날짜,공시_제목,공시자
2024-08-14,반기보고서 (2024.06),비상교육
2024-07-22,[기재정정]신규시설투자등              ,비상교육
2024-05-23,최대주주등소유주식변동신고서              ,비상교육
2024-05-14,분기보고서 (2024.03),비상교육
2024-03-29,정기주주총회결과              ,비상교육
2024-03-21,사업보고서 (2023.12),비상교육
2024-03-21,감사보고서제출              ,비상교육
2024-03-18,[기재정정]주주총회소집공고,비상교육
2024-03-13,의결권대리행사권유참고서류,비상교육
2024-03-07,주주총회집중일개최사유신고              ,비상교육
2024-03-07,주주총회소집결의              ,비상교육
2024-02-05,매출액또는손익구조30%(대규모법인은15%)이상변경              ,비상교육
2024-01-30,최대주주등소유주식변동신고서,비상교육
2023-11-14,분기보고서 (2023.09),비상교육
2023-08-14,반기보고서 (2023.06),비상교육
2023-05-25,단기차입금증가결정,비상교육
2023-05-12,분기보고서 (2023.03),비상교육
2023-04-07,최대주주등소유주식변동신고서,비상교육
2023-03-31,사외이사의선임ㆍ해임또는중도퇴임에관한신고,비상교육
2023-03-31,정기주주총회결과,비상교육
2023-03-23,사업보고서 (2022.12),비상교육
2023-03-23,감사보고서제출,비상교육
2023-03-21,최대주주등소유주식변동신고서,비상교육
2023-03-16,주주총회소집공고,비상교육
2023-03-16,주주총회집중일개최사유신고,비상교육
2023-03-09,[첨부추가]주주총회소집결의,비상교육
2023-02-15,현금ㆍ현물배당결정,비상교육
2023-02-15,매출액또는손익구조30%(대규모법인은15%)이상변경,비상교육
2022-11-17,[기재정정]분기보고서 (2022.09),비상교육
2022-08-31,합병등종료보고서(합병),비상교육
2022-08-24,[기재정정]회사합병결정(종속회사의주요경영사항),비상교육
2022-08-24,[기재정정]주요사항보고서(회사합병결정),비상교육
2022-08-16,반기보고서 (2022.06),비상교육
2022-07-12,[기재정정]사업보고서 (2021.12),비상교육
2022-06-02,합병등종료보고서(주식의포괄적교환ㆍ이전),비상교육
2022-05-16,분기보고서 (2022.03),비상교육
2022-05-04,최대주주등소유주식변동신고서,비상교육
2022-04-12,[기재정정]주요사항보고서(주식교환ㆍ이전결정),비상교육
2022-03-29,정기주주총회결과,비상교육
2022-03-21,감사보고서제출,비상교육
2022-03-14,주주총회소집공고,비상교육
2022-03-08,단기차입금증가결정,비상교육
2022-02-23,주주총회소집결의,비상교육
2022-02-09,최대주주등소유주식변동신고서,비상교육
2022-02-09,현금ㆍ현물배당결정,비상교육
2022-02-09,매출액또는손익구조30%(대규모법인은15%)이상변경,비상교육
2021-11-29,[기재정정]단일판매ㆍ공급계약체결,비상교육
2021-11-15,분기보고서 (2021.09),비상교육
2021-08-17,반기보고서 (2021.06),비상교육
2021-06-28,단일판매ㆍ공급계약체결,비상교육
2021-05-14,분기보고서 (2021.03),비상교육
2021-05-14,[기재정정]사업보고서 (2020.12),비상교육
2021-04-30,주식등의대량보유상황보고서(일반),양태회
2021-04-30,임원ㆍ주요주주특정증권등소유상황보고서,양태회
2021-04-30,최대주주등소유주식변동신고서,비상교육
2021-03-26,정기주주총회결과,비상교육
2021-03-18,감사보고서제출,비상교육
2021-03-10,주주총회집중일개최사유신고,비상교육
2021-03-10,주주총회소집공고,비상교육
2021-03-05,주주총회소집결의,비상교육
2021-02-05,현금ㆍ현물배당결정,비상교육
2021-02-05,매출액또는손익구조30%(대규모법인은15%)이상변경,비상교육
2021-02-01,최대주주등소유주식변동신고서,비상교육
2020-12-10,최대주주등소유주식변동신고서,비상교육
2020-11-16,분기보고서 (2020.09),비상교육
2020-08-14,반기보고서 (2020.06),비상교육
2020-08-07,주식등의대량보유상황보고서(일반),양태회
2020-08-05,주식등의대량보유상황보고서(약식),국민은행
2020-07-13,[기재정정]합병등종료보고서(합병),비상교육
2020-05-15,분기보고서 (2020.03),비상교육
2020-04-29,[기재정정]주요사항보고서(회사합병결정),비상교육
2020-03-30,사업보고서 (2019.12),비상교육
2020-03-27,정기주주총회결과,비상교육
2020-03-19,감사보고서제출,비상교육
2020-03-09,주주총회집중일개최사유신고,비상교육
2020-03-09,주주총회소집결의,비상교육
2020-03-09,최대주주등소유주식변동신고서,비상교육
2020-03-09,주주총회소집공고,비상교육
2020-02-11,매출액또는손익구조30%(대규모법인은15%)이상변경,비상교육
2020-02-11,현금ㆍ현물배당결정,비상교육
2019-12-06,단일판매ㆍ공급계약체결,비상교육
2019-11-14,분기보고서 (2019.09),비상교육
2019-10-25,단일판매ㆍ공급계약체결,비상교육
2019-08-23,주식등의대량보유상황보고서(약식),국민은행
2019-08-23,주식등의대량보유상황보고서(일반),양태회
2019-08-14,반기보고서 (2019.06),비상교육
2019-06-24,[기재정정]사업보고서 (2018.12),비상교육
2019-05-15,분기보고서 (2019.03),비상교육
2019-03-29,정기주주총회결과,비상교육
2019-03-21,감사보고서제출,비상교육
2019-03-06,[기재정정]주주총회소집공고,비상교육
2019-03-06,[기재정정]의결권대리행사권유참고서류,비상교육
2019-03-05,최대주주등소유주식변동신고서,비상교육
2019-03-05,주주총회집중일개최사유신고,비상교육
2019-03-05,주주총회소집결의,비상교육
2019-02-08,현금ㆍ현물배당결정,비상교육
2019-02-08,매출액또는손익구조30%(대규모법인은15%)이상변경,비상교육
2019-01-04,합병등종료보고서(합병),비상교육
