날짜,시가,고가,저가,종가,거래량,등락률,기관합계_거래량_순매수,기타법인_거래량_순매수,개인_거래량_순매수,외국인합계_거래량_순매수,전체_거래량_순매수,기관합계_거래량_매수,기타법인_거래량_매수,개인_거래량_매수,외국인합계_거래량_매수,전체_거래량_매수,기관합계_거래량_매도,기타법인_거래량_매도,개인_거래량_매도,외국인합계_거래량_매도,전체_거래량_매도,기관합계_거래대금_순매수,기타법인_거래대금_순매수,개인_거래대금_순매수,외국인합계_거래대금_순매수,전체_거래대금_순매수,기관합계_거래대금_매수,기타법인_거래대금_매수,개인_거래대금_매수,외국인합계_거래대금_매수,전체_거래대금_매수,기관합계_거래대금_매도,기타법인_거래대금_매도,개인_거래대금_매도,외국인합계_거래대금_매도,전체_거래대금_매도
2019-01-02,16300,16400,15700,15700,70615,-3.6809815950920246,-16086,12,14390,1684,0,13232,12,53898,3473,70615,29318,0,39508,1789,70615,-258657000,190800,231666850,26799350,0,212119600,190800,862894800,55422800,1130628000,470776600,0,631227950,28623450,1130628000
2019-01-03,15650,16800,14300,15500,226217,-1.2738853503184715,2343,-7326,4845,138,0,59215,13,161085,5904,226217,56872,7339,156240,5766,226217,49000750,-108853750,57102950,2750050,0,895167050,195400,2395519300,89060850,3379942600,846166300,109049150,2338416350,86310800,3379942600
2019-01-04,15500,15500,14000,14600,173443,-5.806451612903226,178,-485,4174,-3867,0,24541,212,143021,5669,173443,24363,697,138847,9536,173443,7990850,-7080600,56879400,-57789650,0,358514150,2978600,2069256200,81355050,2512104000,350523300,10059200,2012376800,139144700,2512104000
2019-01-07,14300,15000,14100,14300,98224,-2.054794520547945,12743,0,-20458,7715,0,18293,0,68448,11483,98224,5550,0,88906,3768,98224,189969050,0,-299830850,109861800,0,269805200,0,993708050,165205550,1428718800,79836150,0,1293538900,55343750,1428718800
2019-01-08,14400,15500,14400,15250,158716,6.643356643356643,46197,38,-55305,9070,0,46636,38,93942,18100,158716,439,0,149247,9030,158716,702705350,578850,-837144250,133860050,0,709207300,578850,1407360900,268886250,2386033300,6501950,0,2244505150,135026200,2386033300
2019-01-09,15250,15600,14900,15350,93066,0.6557377049180327,13002,4114,-5079,-12037,0,17913,4131,66933,4089,93066,4911,17,72012,16126,93066,199211850,63063000,-79373800,-182901050,0,273779150,63318000,1020923750,63008500,1421029400,74567300,255000,1100297550,245909550,1421029400
2019-01-10,15050,15450,14900,15100,41548,-1.6286644951140066,12878,0,-7901,-4977,0,13161,0,27254,1133,41548,283,0,35155,6110,41548,196552750,0,-120785550,-75767200,0,200843550,0,413367400,17209450,631420400,4290800,0,534152950,92976650,631420400
2019-01-11,15300,15350,14650,15100,80396,0.0,25399,0,-16111,-9288,0,25772,0,51610,3014,80396,373,0,67721,12302,80396,379639550,0,-241173500,-138466050,0,385191250,0,770619800,45095400,1200906450,5551700,0,1011793300,183561450,1200906450
2019-01-14,15100,15400,14650,15050,28833,-0.33112582781456956,3780,0,-1097,-2683,0,4571,0,20970,3292,28833,791,0,22067,5975,28833,56568850,0,-16142950,-40425900,0,68482700,0,314125050,49045800,431653550,11913850,0,330268000,89471700,431653550
2019-01-15,15000,15200,14250,14800,153216,-1.6611295681063125,13315,-791,-15104,2580,0,28401,0,115218,9597,153216,15086,791,130322,7017,153216,196489700,-11498850,-222909400,37918550,0,416020800,0,1678938250,140051600,2235010650,219531100,11498850,1901847650,102133050,2235010650
