날짜,공시_제목,공시자
2024-09-04,[기재정정]단일판매ㆍ공급계약체결              ,아이엠티
2024-08-14,반기보고서 (2024.06),아이엠티
2024-06-24,주요사항보고서(타법인주식및출자증권양수결정),아이엠티
2024-06-18,주식등의대량보유상황보고서(약식),에프에스티
2024-05-30,증권발행결과(자율공시)              (제4회차 BW),아이엠티
2024-05-30,[기재정정]주요사항보고서(신주인수권부사채권발행결정),아이엠티
2024-05-20,기업설명회(IR)개최              ,아이엠티
2024-05-14,분기보고서 (2024.03),아이엠티
2024-04-22,[첨부정정]사업보고서 (2023.12),아이엠티
2024-03-29,정기주주총회결과              ,아이엠티
2024-03-20,감사보고서제출              ,아이엠티
2024-03-06,주주총회집중일개최사유신고              ,아이엠티
2024-03-06,주주총회소집공고,아이엠티
2024-02-29,주주총회소집결의              ,아이엠티
2024-02-14,매출액또는손익구조30%(대규모법인은15%)이상변동              ,아이엠티
2023-12-15,주주명부폐쇄기간또는기준일설정,아이엠티
2023-11-21,주식등의대량보유상황보고서(약식),삼호그린인베스트먼트
2023-11-13,분기보고서 (2023.09),아이엠티
2023-10-19,주식등의대량보유상황보고서(약식),에프에스티
2023-10-13,임원ㆍ주요주주특정증권등소유상황보고서,조성호
2023-10-13,주식등의대량보유상황보고서(약식),삼호그린인베스트먼트
2023-10-13,임원ㆍ주요주주특정증권등소유상황보고서,최재성
2023-10-13,임원ㆍ주요주주특정증권등소유상황보고서,최종립
2023-10-13,[기재정정]주식등의대량보유상황보고서(일반),최재성
2023-10-13,임원ㆍ주요주주특정증권등소유상황보고서,이해광
2023-10-13,주식등의대량보유상황보고서(약식),에프에스티
2023-10-13,임원ㆍ주요주주특정증권등소유상황보고서,이재원
2023-10-13,임원ㆍ주요주주특정증권등소유상황보고서,삼호그린인베스트먼트
2023-10-13,임원ㆍ주요주주특정증권등소유상황보고서,이종명
2023-10-13,임원ㆍ주요주주특정증권등소유상황보고서,임재원
2023-09-21,증권발행실적보고서,아이엠티
2023-09-14,[기재정정]투자설명서,아이엠티
2023-09-14,[발행조건확정]증권신고서(지분증권),아이엠티
2023-04-10,연결감사보고서 (2022.12),삼일회계법인
2023-04-10,감사보고서 (2022.12),삼일회계법인
2022-04-11,감사보고서 (2021.12),삼덕회계법인
