날짜,시가,고가,저가,종가,거래량,등락률,기관합계_거래량_순매수,기타법인_거래량_순매수,개인_거래량_순매수,외국인합계_거래량_순매수,전체_거래량_순매수,기관합계_거래량_매수,기타법인_거래량_매수,개인_거래량_매수,외국인합계_거래량_매수,전체_거래량_매수,기관합계_거래량_매도,기타법인_거래량_매도,개인_거래량_매도,외국인합계_거래량_매도,전체_거래량_매도,기관합계_거래대금_순매수,기타법인_거래대금_순매수,개인_거래대금_순매수,외국인합계_거래대금_순매수,전체_거래대금_순매수,기관합계_거래대금_매수,기타법인_거래대금_매수,개인_거래대금_매수,외국인합계_거래대금_매수,전체_거래대금_매수,기관합계_거래대금_매도,기타법인_거래대금_매도,개인_거래대금_매도,외국인합계_거래대금_매도,전체_거래대금_매도
2024-07-01,3070,3090,2715,2760,20060411,,-4667994,-226407,6635764,-1741363,0,1704726,140820,18165563,49302,20060411,6372720,367227,11529799,1790665,20060411,-13778641110,-664341110,19671451195,-5228468975,0,4833941190,405183285,53157183540,145961715,58542269730,18612582300,1069524395,33485732345,5374430690,58542269730
2024-07-02,2755,2755,2685,2705,1903396,-1.9927536231884055,-326394,60991,529172,-263769,0,252764,61152,1585888,3592,1903396,579158,161,1056716,267361,1903396,-882025460,165291930,1428762370,-712028840,0,683781590,165729040,4294400550,9738205,5153649385,1565807050,437110,2865638180,721767045,5153649385
2024-07-03,2710,2790,2705,2780,695027,2.7726432532347505,-54547,2021,40144,12382,0,108791,5021,547791,33424,695027,163338,3000,507647,21042,695027,-150955145,5472645,111911535,33570965,0,298872590,13812645,1508840325,91856515,1913382075,449827735,8340000,1396928790,58285550,1913382075
2024-07-04,2770,2845,2760,2840,653513,2.158273381294964,63024,10112,-122166,49030,0,102140,10112,476167,65094,653513,39116,0,598333,16064,653513,176889550,28515100,-342805560,137400910,0,287315075,28515100,1342642820,182688120,1841161115,110425525,0,1685448380,45287210,1841161115
2024-07-05,2850,2885,2835,2870,687345,1.056338028169014,35078,8877,56191,-100146,0,64504,13831,535624,73386,687345,29426,4954,479433,173532,687345,100052395,25548095,161198655,-286799145,0,184636500,39769075,1535067855,210370335,1969843765,84584105,14220980,1373869200,497169480,1969843765
2024-07-08,2885,2930,2875,2910,707596,1.3937282229965158,48704,-6585,-214292,172173,0,66525,11213,430075,199783,707596,17821,17798,644367,27610,707596,141772880,-19019940,-623973395,501220455,0,193615850,32579745,1250300595,581215925,2057712115,51842970,51599685,1874273990,79995470,2057712115
2024-07-09,2920,2925,2880,2915,348718,0.1718213058419244,-88755,-4,88231,528,0,22438,1,294722,31557,348718,111193,5,206491,31029,348718,-258086910,-11630,256527790,1570750,0,65257480,2920,857470150,91962570,1014693120,323344390,14550,600942360,90391820,1014693120
2024-07-10,2905,2920,2890,2910,305026,-0.17152658662092624,27917,81,-28806,808,0,34024,81,264869,6052,305026,6107,0,293675,5244,305026,80956370,234105,-83519900,2329425,0,98660845,234105,768543900,17568480,885007330,17704475,0,852063800,15239055,885007330
2024-07-11,2900,2905,2890,2890,268524,-0.6872852233676976,3637,3496,30502,-37635,0,40391,4496,216440,7197,268524,36754,1000,185938,44832,268524,10761475,10108400,88063375,-108933250,0,116997600,13008400,626670330,20854965,777531295,106236125,2900000,538606955,129788215,777531295
2024-07-12,2895,2900,2885,2895,261522,0.17301038062283738,-24752,0,48882,-24130,0,46546,0,214383,593,261522,71298,0,165501,24723,261522,-71569335,0,141358775,-69789440,0,134616600,0,620223110,1716615,756556325,206185935,0,478864335,71506055,756556325
2024-07-15,2900,2905,2890,2900,213626,0.17271157167530224,-5570,-6396,35891,-23925,0,38253,11604,162630,1139,213626,43823,18000,126739,25064,213626,-16013325,-18425430,103667100,-69228345,0,110752395,33594570,470686300,3302235,618335500,126765720,52020000,367019200,72530580,618335500
2024-07-16,2895,2900,2885,2895,255431,-0.1724137931034483,32540,29001,-37857,-23684,0,87237,29001,137433,1760,255431,54697,0,175290,25444,255431,94042070,83912895,-109522460,-68432505,0,252215610,83912895,397567995,5103045,738799545,158173540,0,507090455,73535550,738799545
2024-07-17,2880,2890,2845,2855,637812,-1.381692573402418,87773,26938,-94034,-20677,0,135384,28938,464774,8716,637812,47611,2000,558808,29393,637812,250454805,77214705,-268297510,-59372000,0,386894905,82934705,1331872805,24966145,1826668560,136440100,5720000,1600170315,84338145,1826668560
2024-07-18,2850,2880,2835,2870,266116,0.5253940455341506,-27231,8279,17781,1171,0,52064,8279,198895,6878,266116,79295,0,181114,5707,266116,-77591105,23677930,50544750,3368425,0,149020125,23677930,569289580,19625270,761612905,226611230,0,518744830,16256845,761612905
2024-07-19,2870,2890,2855,2880,161919,0.34843205574912894,-5238,5101,5626,-5489,0,31732,5101,124933,153,161919,36970,0,119307,5642,161919,-14871200,14664870,15981360,-15775030,0,91456180,14664870,359363435,439875,465924360,106327380,0,343382075,16214905,465924360
2024-07-22,2885,2885,2860,2875,158563,-0.1736111111111111,6976,1863,1128,-9967,0,37479,11863,108144,1077,158563,30503,10000,107016,11044,158563,19999850,5383215,3229380,-28612445,0,107456845,34030205,310183050,3091130,454761230,87456995,28646990,306953670,31703575,454761230
2024-07-23,2875,2880,2820,2835,429832,-1.391304347826087,-38685,50101,-20170,8754,0,35474,50101,333379,10878,429832,74159,0,353549,2124,429832,-109883710,142285875,-57182335,24780170,0,100711495,142285875,946357900,30842135,1220197405,210595205,0,1003540235,6061965,1220197405
2024-07-24,2835,2850,2820,2840,205471,0.1763668430335097,46894,300,-56469,9275,0,118518,6100,67424,13429,205471,71624,5800,123893,4154,205471,132954170,803860,-160112815,26354785,0,335973990,17237000,190962655,38097880,582271525,203019820,16433140,351075470,11743095,582271525
2024-07-25,2835,2850,2805,2845,310642,0.17605633802816903,106322,23486,-58360,-71448,0,152342,23486,117434,17380,310642,46020,0,175794,88828,310642,301146595,66448575,-165097860,-202497310,0,431556295,66448575,332444785,49156635,879606290,130409700,0,497542645,251653945,879606290
2024-07-26,2825,2850,2825,2845,153493,0.0,-31741,5001,39224,-12484,0,5167,5001,142508,817,153493,36908,0,103284,13301,153493,-90210525,14202825,111492810,-35485110,0,14683710,14202825,405116225,2323005,436325765,104894235,0,293623415,37808115,436325765
2024-07-29,2845,2870,2840,2865,117271,0.7029876977152899,-24729,-999,23833,1895,0,25248,1,89551,2471,117271,49977,1000,65718,576,117271,-70457940,-2852155,67912115,5397980,0,72096980,2845,255567500,7042430,334709755,142554920,2855000,187655385,1644450,334709755
2024-07-30,2855,2855,2835,2850,267515,-0.5235602094240838,-39405,9641,32574,-2810,0,122279,9641,130286,5309,267515,161684,0,97712,8119,267515,-111801950,27428655,92353890,-7980595,0,347471135,27428655,370356960,15096480,760353230,459273085,0,278003070,23077075,760353230
2024-07-31,2840,2840,2800,2815,431933,-1.2280701754385965,-160197,4351,204739,-48893,0,59684,4351,364319,3579,431933,219881,0,159580,52472,431933,-450632990,12269790,575585730,-137222530,0,168075885,12269790,1024899295,10105215,1215350185,618708875,0,449313565,147327745,1215350185
2024-08-01,2810,2840,2810,2810,337503,-0.17761989342806395,-26741,10001,18832,-2092,0,113946,10001,209914,3642,337503,140687,0,191082,5734,337503,-75446465,28152810,53239485,-5945830,0,320554000,28152810,591522810,10267035,950496655,396000465,0,538283325,16212865,950496655
2024-08-02,2815,2815,2790,2800,231157,-0.3558718861209964,6567,14608,-30469,9294,0,65402,14608,136605,14542,231157,58835,0,167074,5248,231157,18419475,40898665,-85453720,26135580,0,183288360,40898665,382610730,40800400,647598155,164868885,0,468064450,14664820,647598155
2024-08-05,2785,2795,2625,2665,521340,-4.821428571428572,46055,-1752,22100,-66403,0,106480,19900,371378,23582,521340,60425,21652,349278,89985,521340,126223285,-4880400,59165635,-180508520,0,290973700,54393500,1009477560,63932290,1418777050,164750415,59273900,950311925,244440810,1418777050
2024-08-06,2680,2745,2675,2720,225729,2.0637898686679175,-21767,1049,24496,-3778,0,25969,1051,177950,20759,225729,47736,2,153454,24537,225729,-58842425,2853140,66266135,-10276850,0,70728770,2858610,483599120,56415915,613602415,129571195,5470,417332985,66692765,613602415
2024-08-07,2725,2750,2720,2740,114341,0.7352941176470588,8242,24237,-37149,4670,0,24729,24285,59440,5887,114341,16487,48,96589,1217,114341,22640775,66473345,-101899335,12785215,0,67805920,66604805,162869945,16121540,313402210,45165145,131460,264769280,3336325,313402210
2024-08-08,2720,2745,2710,2740,64516,0.0,-7697,16820,-10687,1564,0,6788,16820,37241,3667,64516,14485,0,47928,2103,64516,-21072110,46002685,-29199570,4268995,0,18539495,46002685,101710290,10015490,176267960,39611605,0,130909860,5746495,176267960
2024-08-09,2740,2760,2740,2760,79736,0.7299270072992701,3635,1,13996,-17632,0,23547,1,55069,1119,79736,19912,0,41073,18751,79736,10043140,2740,38439510,-48485390,0,64803520,2740,151387395,3080985,219274640,54760380,0,112947885,51566375,219274640
2024-08-12,2755,2775,2735,2755,105661,-0.18115942028985507,-38132,-2309,59118,-18677,0,18976,201,84716,1768,105661,57108,2510,25598,20445,105661,-104492870,-6371345,162246425,-51382210,0,52197985,556255,232798945,4868040,290421225,156690855,6927600,70552520,56250250,290421225
2024-08-13,2755,2755,2735,2745,77405,-0.3629764065335753,-30158,4100,34600,-8542,0,13481,4100,59768,56,77405,43639,0,25168,8598,77405,-82697080,11254000,94870975,-23427895,0,36983185,11254000,163998040,153720,212388945,119680265,0,69127065,23581615,212388945
2024-08-14,2745,2765,2745,2755,63707,0.36429872495446264,6431,200,-553,-6078,0,20701,200,41610,1196,63707,14270,0,42163,7274,63707,17621315,551500,-1460345,-16712470,0,56935795,551500,114469515,3295890,175252700,39314480,0,115929860,20008360,175252700
2024-08-16,2755,2765,2735,2760,73725,0.18148820326678766,6849,1000,4208,-12057,0,17574,1000,54621,530,73725,10725,0,50413,12587,73725,18889845,2750000,11509775,-33149620,0,48385590,2750000,150143430,1459335,202738355,29495745,0,138633655,34608955,202738355
2024-08-19,2740,2755,2725,2750,64373,-0.36231884057971014,-4586,1416,7737,-4567,0,16041,1416,42234,4682,64373,20627,0,34497,9249,64373,-12479990,3869000,21127685,-12516695,0,43993560,3869000,115744460,12844940,176451960,56473550,0,94616775,25361635,176451960
2024-08-20,2750,2760,2735,2755,23829,0.18181818181818182,3394,100,-458,-3036,0,5044,100,18385,300,23829,1650,0,18843,3336,23829,9336985,274000,-1268265,-8342720,0,13877685,274000,50536115,825000,65512800,4540700,0,51804380,9167720,65512800
2024-08-21,2740,2755,2740,2750,38524,-0.18148820326678766,2255,0,2864,-5119,0,7208,0,29986,1330,38524,4953,0,27122,6449,38524,6201605,0,7874595,-14076200,0,19821355,0,82436095,3650850,105908300,13619750,0,74561500,17727050,105908300
2024-08-22,2760,2810,2740,2760,114925,0.36363636363636365,-8083,3711,9064,-4692,0,18309,5201,87552,3863,114925,26392,1490,78488,8555,114925,-21905160,10208410,24618600,-12921850,0,50723805,14328260,241335620,10627720,317015405,72628965,4119850,216717020,23549570,317015405
