날짜,시가,고가,저가,종가,거래량,등락률,BPS,PER,PBR,EPS,DIV,DPS,기관합계_거래량_순매수,기타법인_거래량_순매수,개인_거래량_순매수,외국인합계_거래량_순매수,전체_거래량_순매수,기관합계_거래량_매수,기타법인_거래량_매수,개인_거래량_매수,외국인합계_거래량_매수,전체_거래량_매수,기관합계_거래량_매도,기타법인_거래량_매도,개인_거래량_매도,외국인합계_거래량_매도,전체_거래량_매도,기관합계_거래대금_순매수,기타법인_거래대금_순매수,개인_거래대금_순매수,외국인합계_거래대금_순매수,전체_거래대금_순매수,기관합계_거래대금_매수,기타법인_거래대금_매수,개인_거래대금_매수,외국인합계_거래대금_매수,전체_거래대금_매수,기관합계_거래대금_매도,기타법인_거래대금_매도,개인_거래대금_매도,외국인합계_거래대금_매도,전체_거래대금_매도,네이버_검색량
2024-01-25,10100,11400,6700,6700,115829101,,2444,17.91,2.74,374,0.0,0,-3429408,-125493,4470399,-915498,0,148385,149551,114980132,551033,115829101,3577793,275044,110509733,1466531,115829101,-34861366540,-1409395300,45587055740,-9316293900,0,1387078340,1269089500,1077440478160,5287649230,1085384295230,36248444880,2678484800,1031853422420,14603943130,1085384295230,100.0
2024-01-26,6360,7070,5430,5530,22527633,-17.46268656716418,2444,14.79,2.26,374,0.0,0,1835,-11612,-28586,38363,0,55932,16350,22001464,453887,22527633,54097,27962,22030050,415524,22527633,23956800,-70354950,-130421430,176819580,0,358049590,103402360,139555111740,2858749080,142875312770,334092790,173757310,139685533170,2681929500,142875312770,32.02032
2024-01-29,5470,5530,4015,4200,6982159,-24.050632911392405,2444,11.23,1.72,374,0.0,0,-37717,-30047,58931,8833,0,10600,28219,6656418,286922,6982159,48317,58266,6597487,278089,6982159,-192759385,-140621835,283974000,49407220,0,47545910,126467015,31131819310,1379829410,32685661645,240305295,267088850,30847845310,1330422190,32685661645,15.46677
2024-01-30,4180,4760,4075,4155,5671163,-1.0714285714285714,2444,11.11,1.7,374,0.0,0,-1318,-1212,-63148,65678,0,100,4095,5431497,235471,5671163,1418,5307,5494645,169793,5671163,-5983500,-4529430,-272398010,282910940,0,448000,17805100,24069807725,1035784760,25123845585,6431500,22334530,24342205735,752873820,25123845585,8.83815
2024-01-31,4245,4490,3965,4005,2190440,-3.6101083032490973,2444,10.71,1.64,374,0.0,0,0,144,-4921,4777,0,0,879,2141755,47806,2190440,0,735,2146676,43029,2190440,0,533765,-18818100,18284335,0,0,3668390,9023173515,202204715,9229046620,0,3134625,9041991615,183920380,9229046620,6.43315
2024-02-01,3910,4170,3700,3925,2442224,-1.9975031210986267,2444,10.49,1.61,374,0.0,0,-574,-4959,10370,-4837,0,10000,3313,2309908,119003,2442224,10574,8272,2299538,123840,2442224,-4225590,-19171755,47073110,-23675765,0,38000000,13203225,9060752070,463193150,9575148445,42225590,32374980,9013678960,486868915,9575148445,6.35652
2024-02-02,3990,4300,3885,3940,2640659,0.3821656050955414,2444,10.53,1.61,374,0.0,0,1059,-1197,3754,-3616,0,1059,3489,2526914,109197,2640659,0,4686,2523160,112813,2640659,4220115,-4807300,17100800,-16513615,0,4220115,14283180,10281741235,440374615,10740619145,0,19090480,10264640435,456888230,10740619145,4.7928
2024-02-05,3980,4080,3875,4000,1010495,1.5228426395939088,2444,10.7,1.64,374,0.0,0,1200,-398,-3969,3167,0,1200,1,938603,70691,1010495,0,399,942572,67524,1010495,4796365,-1589015,-15916320,12708970,0,4796365,3990,3740569480,281960455,4027330290,0,1593005,3756485800,269251485,4027330290,4.11571
2024-02-06,4000,4130,3890,3900,1014493,-2.5,2444,10.43,1.6,374,0.0,0,-297,3926,1711,-5340,0,0,3982,978578,31933,1014493,297,56,976867,37273,1014493,-1189620,15466525,6685685,-20962590,0,0,15690800,3888664155,127539105,4031894060,1189620,224275,3881978470,148501695,4031894060,3.44487
2024-02-07,4050,4190,3910,3945,924349,1.153846153846154,2444,10.55,1.61,374,0.0,0,5000,-100,-13348,8448,0,5000,0,854944,64405,924349,0,100,868292,55957,924349,20005000,-394500,-53404290,33793790,0,20005000,0,3407819205,259553705,3687377910,0,394500,3461223495,225759915,3687377910,3.16184
2024-02-08,3955,3955,3830,3835,599794,-2.788339670468948,2444,10.25,1.57,374,0.0,0,0,2301,25426,-27727,0,0,2312,565821,31661,599794,0,11,540395,59388,599794,0,8903105,98999890,-107902995,0,0,8945840,2199132820,123626335,2331704995,0,42735,2100132930,231529330,2331704995,2.53635
2024-02-13,3835,3865,3650,3650,863363,-4.823989569752282,2444,9.76,1.49,374,0.0,0,-42450,3720,38875,-145,0,0,7502,812452,43409,863363,42450,3782,773577,43554,863363,-157951620,13711640,144050805,189175,0,0,27689880,3006459470,162623575,3196772925,157951620,13978240,2862408665,162434400,3196772925,3.19311
2024-02-14,3680,3790,3570,3615,645676,-0.9589041095890412,2444,9.67,1.48,374,0.0,0,6000,2601,-5859,-2742,0,6000,4501,600348,34827,645676,0,1900,606207,37569,645676,22185000,9170085,-21273880,-10081205,0,22185000,16307650,2193418915,128426355,2360337920,0,7137565,2214692795,138507560,2360337920,2.75527
