날짜,시가,고가,저가,종가,거래량,등락률,BPS,PER,PBR,EPS,DIV,DPS,기관합계_거래량_순매수,기타법인_거래량_순매수,개인_거래량_순매수,외국인합계_거래량_순매수,전체_거래량_순매수,기관합계_거래량_매수,기타법인_거래량_매수,개인_거래량_매수,외국인합계_거래량_매수,전체_거래량_매수,기관합계_거래량_매도,기타법인_거래량_매도,개인_거래량_매도,외국인합계_거래량_매도,전체_거래량_매도,기관합계_거래대금_순매수,기타법인_거래대금_순매수,개인_거래대금_순매수,외국인합계_거래대금_순매수,전체_거래대금_순매수,기관합계_거래대금_매수,기타법인_거래대금_매수,개인_거래대금_매수,외국인합계_거래대금_매수,전체_거래대금_매수,기관합계_거래대금_매도,기타법인_거래대금_매도,개인_거래대금_매도,외국인합계_거래대금_매도,전체_거래대금_매도
2019-01-02,20700,20700,19600,19800,38060,-5.263157894736842,0,0.0,0.0,0,0.76,150,2600.0,0.0,-5451.0,2851.0,0.0,2600.0,0.0,32609.0,2851.0,38060.0,0.0,0.0,38060.0,0.0,38060.0,51480000.0,0.0,-108379150.0,56899150.0,0.0,51480000.0,0.0,652958350.0,56899150.0,761337500.0,0.0,0.0,761337500.0,0.0,761337500.0
2019-01-03,19950,19950,19250,19250,32205,-2.7777777777777777,0,0.0,0.0,0,0.78,150,0.0,0.0,-2136.0,2136.0,0.0,500.0,0.0,29569.0,2136.0,32205.0,500.0,0.0,31705.0,0.0,32205.0,0.0,0.0,-41721550.0,41721550.0,0.0,9850000.0,0.0,581575850.0,41721550.0,633147400.0,9850000.0,0.0,623297400.0,0.0,633147400.0
2019-01-04,19350,19450,18700,19350,33274,0.5194805194805194,0,0.0,0.0,0,0.78,150,-4000.0,0.0,3053.0,947.0,0.0,0.0,0.0,32240.0,1034.0,33274.0,4000.0,0.0,29187.0,87.0,33274.0,-77412500.0,0.0,59283200.0,18129300.0,0.0,0.0,0.0,617965900.0,19791000.0,637756900.0,77412500.0,0.0,558682700.0,1661700.0,637756900.0
2019-01-07,19500,19600,19300,19400,8711,0.2583979328165375,0,0.0,0.0,0,0.77,150,0.0,0.0,-354.0,354.0,0.0,0.0,0.0,8357.0,354.0,8711.0,0.0,0.0,8711.0,0.0,8711.0,0.0,0.0,-6870750.0,6870750.0,0.0,0.0,0.0,162331150.0,6870750.0,169201900.0,0.0,0.0,169201900.0,0.0,169201900.0
2019-01-08,19350,19350,18750,18750,20396,-3.350515463917526,0,0.0,0.0,0,0.8,150,0.0,0.0,-897.0,897.0,0.0,0.0,0.0,19239.0,1157.0,20396.0,0.0,0.0,20136.0,260.0,20396.0,0.0,0.0,-16913400.0,16913400.0,0.0,0.0,0.0,364855350.0,21850400.0,386705750.0,0.0,0.0,381768750.0,4937000.0,386705750.0
2019-01-09,18750,19500,18750,19000,14912,1.3333333333333335,0,0.0,0.0,0,0.79,150,1000.0,-1000.0,-441.0,441.0,0.0,1000.0,0.0,13454.0,458.0,14912.0,0.0,1000.0,13895.0,17.0,14912.0,18850000.0,-19129750.0,-8137000.0,8416750.0,0.0,18850000.0,0.0,257154400.0,8739750.0,284744150.0,0.0,19129750.0,265291400.0,323000.0,284744150.0
2019-01-10,19000,19400,19000,19150,8567,0.7894736842105263,0,0.0,0.0,0,0.78,150,0.0,0.0,-165.0,165.0,0.0,0.0,0.0,8402.0,165.0,8567.0,0.0,0.0,8567.0,0.0,8567.0,0.0,0.0,-3160500.0,3160500.0,0.0,0.0,0.0,160953500.0,3160500.0,164114000.0,0.0,0.0,164114000.0,0.0,164114000.0
2019-01-11,19500,19550,19300,19400,11166,1.3054830287206265,0,0.0,0.0,0,0.77,150,0.0,0.0,143.0,-143.0,0.0,0.0,0.0,10956.0,210.0,11166.0,0.0,0.0,10813.0,353.0,11166.0,0.0,0.0,2780600.0,-2780600.0,0.0,0.0,0.0,212910300.0,4072700.0,216983000.0,0.0,0.0,210129700.0,6853300.0,216983000.0
2019-01-14,19150,19950,19150,19350,16048,-0.25773195876288657,0,0.0,0.0,0,0.78,150,50.0,0.0,364.0,-414.0,0.0,50.0,0.0,15795.0,203.0,16048.0,0.0,0.0,15431.0,617.0,16048.0,957500.0,0.0,7329750.0,-8287250.0,0.0,957500.0,0.0,310130750.0,3907750.0,314996000.0,0.0,0.0,302801000.0,12195000.0,314996000.0
2019-01-15,19350,19850,19350,19750,11221,2.0671834625323,0,0.0,0.0,0,0.76,150,0.0,0.0,28.0,-28.0,0.0,0.0,0.0,11006.0,215.0,11221.0,0.0,0.0,10978.0,243.0,11221.0,0.0,0.0,578600.0,-578600.0,0.0,0.0,0.0,217170400.0,4216050.0,221386450.0,0.0,0.0,216591800.0,4794650.0,221386450.0
2019-01-16,19850,19850,19200,19200,16560,-2.7848101265822782,0,0.0,0.0,0,0.78,150,0.0,-110.0,-98.0,208.0,0.0,0.0,0.0,16352.0,208.0,16560.0,0.0,110.0,16450.0,0.0,16560.0,0.0,-2112000.0,-1952200.0,4064200.0,0.0,0.0,0.0,316380650.0,4064200.0,320444850.0,0.0,2112000.0,318332850.0,0.0,320444850.0
2019-01-17,19450,22700,18900,18900,124703,-1.5625,0,0.0,0.0,0,0.79,150,200.0,0.0,-582.0,382.0,0.0,200.0,0.0,124107.0,396.0,124703.0,0.0,0.0,124689.0,14.0,124703.0,4000000.0,0.0,-12415200.0,8415200.0,0.0,4000000.0,0.0,2565606300.0,8712000.0,2578318300.0,0.0,0.0,2578021500.0,296800.0,2578318300.0
2019-01-18,18650,19150,18600,18850,29132,-0.26455026455026454,0,0.0,0.0,0,0.8,150,0.0,3.0,-966.0,963.0,0.0,0.0,3.0,28099.0,1030.0,29132.0,0.0,0.0,29065.0,67.0,29132.0,0.0,56500.0,-18102700.0,18046200.0,0.0,0.0,56500.0,527061400.0,19316050.0,546433950.0,0.0,0.0,545164100.0,1269850.0,546433950.0
2019-01-21,19200,19200,18150,18800,35762,-0.2652519893899204,0,0.0,0.0,0,0.8,150,-200.0,3.0,-396.0,593.0,0.0,0.0,3.0,35166.0,593.0,35762.0,200.0,0.0,35562.0,0.0,35762.0,-3754900.0,54700.0,-7507500.0,11207700.0,0.0,0.0,54700.0,653679500.0,11207700.0,664941900.0,3754900.0,0.0,661187000.0,0.0,664941900.0
2019-01-22,19050,19050,18500,18800,15560,0.0,0,0.0,0.0,0,0.8,150,0.0,0.0,-133.0,133.0,0.0,0.0,0.0,15427.0,133.0,15560.0,0.0,0.0,15560.0,0.0,15560.0,0.0,0.0,-2484950.0,2484950.0,0.0,0.0,0.0,290867600.0,2484950.0,293352550.0,0.0,0.0,293352550.0,0.0,293352550.0
