날짜,시가,고가,저가,종가,거래량,등락률,BPS,PER,PBR,EPS,DIV,DPS,기관합계_거래량_순매수,기타법인_거래량_순매수,개인_거래량_순매수,외국인합계_거래량_순매수,전체_거래량_순매수,기관합계_거래량_매수,기타법인_거래량_매수,개인_거래량_매수,외국인합계_거래량_매수,전체_거래량_매수,기관합계_거래량_매도,기타법인_거래량_매도,개인_거래량_매도,외국인합계_거래량_매도,전체_거래량_매도,기관합계_거래대금_순매수,기타법인_거래대금_순매수,개인_거래대금_순매수,외국인합계_거래대금_순매수,전체_거래대금_순매수,기관합계_거래대금_매수,기타법인_거래대금_매수,개인_거래대금_매수,외국인합계_거래대금_매수,전체_거래대금_매수,기관합계_거래대금_매도,기타법인_거래대금_매도,개인_거래대금_매도,외국인합계_거래대금_매도,전체_거래대금_매도
2020-07-23,20033,24214,17153,17178,9191805,,9100,137.75,3.77,249,0.0,0,-680823,-189904,932224,-61497,0,1345,16759,4580164,5231,4603499,682168,206663,3647940,66728,4603499,-28502094800,-8171051200,39288881050,-2615735050,0,58103100,649027650,188909586200,214794350,189831511300,28560197900,8820078850,149620705150,2830529400,189831511300
2020-07-24,16026,16251,14473,14574,1711661,-15.158924205378973,9100,116.87,3.2,249,0.0,0,-877,3323,-3859,1413,0,0,6386,848895,1964,857245,877,3063,852754,551,857245,-27871450,103995300,-120120350,43996500,0,0,200323800,25911626650,60887850,26172838300,27871450,96328500,26031747000,16891350,26172838300
2020-07-27,14323,15275,14273,14374,753053,-1.3723068478111706,9100,115.26,3.15,249,0.0,0,580,1638,-4002,1784,0,1120,2000,369275,4754,377149,540,362,373277,2970,377149,16342900,46892000,-114559700,51324800,0,32245900,57600000,10830280600,137866200,11057992700,15903000,10708000,10944840300,86541400,11057992700
2020-07-28,14549,14899,14023,14223,407958,-1.0505078614164463,9100,114.06,3.12,249,0.0,0,573,2790,-4476,1113,0,573,2873,197988,2882,204316,0,83,202464,1769,204316,16272050,79642600,-127285600,31370950,0,16272050,82048650,5721906600,82395750,5902623050,0,2406050,5849192200,51024800,5902623050
2020-07-29,14523,15375,14273,14724,788169,3.5224636152710396,9100,118.07,3.23,249,0.0,0,-36315,40,37559,-1284,0,0,40,392516,2180,394736,36315,0,354957,3464,394736,-1051227400,1170250,1087938250,-37881100,0,0,1170250,11581066800,63571050,11645808100,1051227400,0,10493128550,101452150,11645808100
2020-07-30,15200,15200,14574,14724,349818,0.0,9100,118.07,3.23,249,0.0,0,-71,1887,-2187,371,0,0,1887,171005,2306,175198,71,0,173192,1935,175198,-2078750,55560500,-64123500,10641750,0,0,55560500,5055210050,67937350,5178707900,2078750,0,5119333550,57295600,5178707900
2020-07-31,14724,15074,14423,14499,303259,-1.528117359413203,9100,116.27,3.18,249,0.0,0,680,498,-6445,5267,0,680,1188,143626,6386,151880,0,690,150071,1119,151880,20155200,14468300,-187529200,152905700,0,20155200,34500800,4206669400,185435700,4446761100,0,20032500,4394198600,32530000,4446761100
2020-08-03,14448,14599,14098,14098,240135,-2.76570797986068,9100,113.05,3.09,249,0.0,0,-30,7132,-8393,1291,0,0,7235,107103,5928,120266,30,103,115496,4637,120266,-852000,201923950,-236208500,35136550,0,0,204859000,3041345050,168086300,3414290350,852000,2935050,3277553550,132949750,3414290350
2020-08-04,14148,14398,14023,14023,167148,-0.5319903532415946,9100,112.45,3.08,249,0.0,0,500,-1111,-2094,2705,0,500,550,79086,3576,83712,0,1661,81180,871,83712,14125000,-31500750,-59090300,76466050,0,14125000,15456000,2228337700,101061150,2358979850,0,46956750,2287428000,24595100,2358979850
2020-08-05,14323,15250,14248,14449,846589,3.037866362404621,9100,115.86,3.17,249,0.0,0,9542,1928,-15192,3722,0,10042,1928,404560,7464,423994,500,0,419752,3742,423994,279673350,57164200,-444313450,107475900,0,294723350,57164200,11937603400,218395050,12507886000,15050000,0,12381916850,110919150,12507886000
