날짜,공시_제목,공시자
2024-08-23,단일판매ㆍ공급계약체결              ,제일엠앤에스
2024-08-14,반기보고서 (2024.06),제일엠앤에스
2024-07-19,단일판매ㆍ공급계약체결              ,제일엠앤에스
2024-06-18,임원ㆍ주요주주특정증권등소유상황보고서,한국투자2022사모투자
2024-05-23,기업설명회(IR)개최              ,제일엠앤에스
2024-05-22,임원ㆍ주요주주특정증권등소유상황보고서,이동진
2024-05-16,연결재무제표기준영업(잠정)실적(공정공시)              ,제일엠앤에스
2024-05-09,임원ㆍ주요주주특정증권등소유상황보고서,에스케이에스한국투자제1호사모투자
2024-05-09,임원ㆍ주요주주특정증권등소유상황보고서,한국투자2022사모투자
2024-05-09,주식등의대량보유상황보고서(일반),한국투자2022사모투자
2024-05-08,임원ㆍ주요주주특정증권등소유상황보고서,이효원
2024-05-08,주식등의대량보유상황보고서(일반),이영진
2024-05-08,임원ㆍ주요주주특정증권등소유상황보고서,이영진
2024-05-08,임원ㆍ주요주주특정증권등소유상황보고서,이윤진
2024-05-08,임원ㆍ주요주주특정증권등소유상황보고서,이혜리
2024-05-08,임원ㆍ주요주주특정증권등소유상황보고서,염한철
2024-05-08,임원ㆍ주요주주특정증권등소유상황보고서,김원걸
2024-05-08,임원ㆍ주요주주특정증권등소유상황보고서,이동훈
2024-05-08,임원ㆍ주요주주특정증권등소유상황보고서,이만영
2024-05-07,기타경영사항(자율공시)              ,제일엠앤에스
2024-04-23,증권발행실적보고서,제일엠앤에스
2024-04-16,[기재정정]투자설명서,제일엠앤에스
2024-04-16,[발행조건확정]증권신고서(지분증권),제일엠앤에스
2024-04-03,감사보고서 (2023.12),삼덕회계법인
2024-04-03,연결감사보고서 (2023.12),삼덕회계법인
2023-04-03,연결감사보고서 (2022.12),삼일회계법인
2023-04-03,감사보고서 (2022.12),삼일회계법인
2022-04-14,연결감사보고서 (2021.12),삼일회계법인
2022-04-14,감사보고서 (2021.12),삼일회계법인
2022-04-12,[기재정정]감사보고서 (2020.12),지우회계법인
2022-04-11,[기재정정]감사보고서 (2019.12),지우회계법인
2019-04-10,감사보고서 (2018.12),지우회계법인
